Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
eino_summarize,plugins\recon\eino_summarize,No,No,No,No,No
eino_summarize_test,plugins\recon\eino_summarize_test,No,No,No,No,No
eino_test,plugins\recon\eino_test,No,No,No,No,No
eino_tool_name_injection,plugins\recon\eino_tool_name_injection,No,Yes,No,Yes,No
eino_transient_retry,plugins\recon\eino_transient_retry,No,No,No,No,No
eino_transient_retry_test,plugins\recon\eino_transient_retry_test,No,No,No,No,No
email,plugins\recon\email,No,Yes,No,Yes,No
email-osint-agent,plugins\recon\email-osint-agent,No,Yes,No,Yes,No
embedding,plugins\recon\embedding,No,No,No,No,No
employees,plugins\recon\employees,No,Yes,No,Yes,No
en-US,plugins\recon\en-US,No,Yes,No,No,No
endpoint_classifier,plugins\recon\endpoint_classifier,No,No,No,No,No
engagement-planning,plugins\recon\engagement-planning,No,No,No,No,No
engine,plugins\recon\engine,No,Yes,No,Yes,No
engineapi,plugins\recon\engineapi,No,Yes,No,Yes,No
engineapi_test,plugins\recon\engineapi_test,No,No,No,No,No
engine_1,plugins\recon\engine_1,No,Yes,No,Yes,No
enhanced-report,plugins\recon\enhanced-report,No,Yes,No,Yes,No
entrypoint_1,plugins\recon\entrypoint_1,No,No,No,No,No
enum4linux,plugins\recon\enum4linux,No,No,No,No,No
enumerate,plugins\recon\enumerate,No,Yes,No,Yes,No
enumerate_test,plugins\recon\enumerate_test,No,Yes,No,Yes,No
envexpand,plugins\recon\envexpand,No,No,No,No,No
envexpand_test,plugins\recon\envexpand_test,No,No,No,No,No
env_1,plugins\recon\env_1,No,No,No,No,No
env_2,plugins\recon\env_2,No,No,No,No,No
env_4,plugins\recon\env_4,No,No,No,No,No
epistemic-reasoning,plugins\recon\epistemic-reasoning,No,Yes,No,No,No
EQBSL-Primer,plugins\recon\EQBSL-Primer,No,No,No,No,No
error,plugins\recon\error,No,No,No,No,No
error-formatter,plugins\recon\error-formatter,No,No,No,No,No
error-handling,plugins\recon\error-handling,No,No,No,No,No
ErrorPatternAnalyzertest,plugins\recon\ErrorPatternAnalyzertest,No,No,No,No,No
errors,plugins\recon\errors,No,No,No,No,No
eslintconfig,plugins\recon\eslintconfig,No,No,No,No,No
evaluator,plugins\recon\evaluator,No,Yes,No,Yes,No
events,plugins\recon\events,No,Yes,No,Yes,No
events_1,plugins\recon\events_1,No,No,No,No,No
EVIDENCE,plugins\recon\EVIDENCE,No,Yes,No,No,No
evidence-graph,plugins\recon\evidence-graph,No,Yes,No,Yes,No
evidence-normalizers,plugins\recon\evidence-normalizers,No,Yes,No,Yes,No
EvidenceCommand,plugins\recon\EvidenceCommand,No,No,No,No,No
example-blackbox-config,plugins\recon\example-blackbox-config,No,Yes,No,No,No
example-config,plugins\recon\example-config,No,Yes,No,No,No
example-config_1,plugins\recon\example-config_1,No,Yes,No,No,No
example-detection-rule,plugins\recon\example-detection-rule,No,Yes,No,No,No
example-engagement-plan,plugins\recon\example-engagement-plan,No,Yes,No,No,No
example-nmap-analysis,plugins\recon\example-nmap-analysis,No,Yes,No,No,No
example-report-excerpt,plugins\recon\example-report-excerpt,No,Yes,No,No,No
example_sqlmap,plugins\recon\example_sqlmap,No,Yes,No,Yes,No
example_sqlmap_1,plugins\recon\example_sqlmap_1,No,Yes,No,Yes,No
execute-python-script,plugins\recon\execute-python-script,No,No,No,No,No
execution,plugins\recon\execution,No,Yes,No,Yes,No
execution-log,plugins\recon\execution-log,No,Yes,No,No,No
execution-runner,plugins\recon\execution-runner,No,No,No,No,No
execution_view,plugins\recon\execution_view,No,Yes,No,Yes,No
executor,plugins\recon\executor,No,Yes,No,Yes,No
executor_2,plugins\recon\executor_2,No,No,No,No,No
executor_helpers,plugins\recon\executor_helpers,No,Yes,No,Yes,No
exif_metadata,plugins\recon\exif_metadata,No,Yes,No,Yes,No
explanation_engine,plugins\recon\explanation_engine,No,Yes,No,Yes,No
exploit-chainer,plugins\recon\exploit-chainer,No,No,No,No,No
exploit-guide,plugins\recon\exploit-guide,No,No,No,No,No
exploit-ssrf,plugins\recon\exploit-ssrf,No,No,No,No,No
exploit-ssrf_2,plugins\recon\exploit-ssrf_2,No,No,No,No,No
exporter,plugins\recon\exporter,No,Yes,No,Yes,No
exposure_classifier,plugins\recon\exposure_classifier,No,Yes,No,Yes,No
exposure_prioritizer,plugins\recon\exposure_prioritizer,No,No,No,No,No
express-scaffold,plugins\recon\express-scaffold,No,No,No,No,No
external-recon,plugins\recon\external-recon,No,Yes,No,No,No
external_manager,plugins\recon\external_manager,No,No,No,No,No
external_manager_test,plugins\recon\external_manager_test,No,No,No,No,No
external_mcp,plugins\recon\external_mcp,No,No,No,No,No
external_mcp_test,plugins\recon\external_mcp_test,No,No,No,No,No
extractor,plugins\recon\extractor,No,Yes,No,Yes,No
extract_cookie,plugins\recon\extract_cookie,No,No,No,No,No
eyewitness,plugins\recon\eyewitness,No,No,No,No,No
facebook,plugins\recon\facebook,No,No,No,No,No
falco,plugins\recon\falco,No,No,No,No,No
false_positive_filter,plugins\recon\false_positive_filter,No,Yes,No,Yes,No
fastapi-scaffold,plugins\recon\fastapi-scaffold,No,Yes,No,Yes,No
feature,plugins\recon\feature,No,No,No,No,No
feature-collector,plugins\recon\feature-collector,No,No,No,No,No
feature_2,plugins\recon\feature_2,No,No,No,No,No
feature_request,plugins\recon\feature_request,No,No,No,No,No
feature_request_3,plugins\recon\feature_request_3,No,Yes,No,No,No
feroxbuster,plugins\recon\feroxbuster,No,Yes,No,Yes,No
ffuf,plugins\recon\ffuf,No,Yes,No,No,No
ffuf_2,plugins\recon\ffuf_2,No,Yes,No,No,No
ffuf_tool,plugins\recon\ffuf_tool,No,Yes,No,Yes,No
fierce,plugins\recon\fierce,No,Yes,No,No,No
fierce_tool,plugins\recon\fierce_tool,No,Yes,No,Yes,No
file,plugins\recon\file,No,Yes,No,Yes,No
file-io,plugins\recon\file-io,No,No,No,No,No
file-operations,plugins\recon\file-operations,No,No,No,No,No
files,plugins\recon\files,No,Yes,No,Yes,No
file_upload_validation,plugins\recon\file_upload_validation,No,Yes,No,Yes,No
filter,plugins\recon\filter,No,Yes,No,Yes,No
filternet-bayes,plugins\recon\filternet-bayes,No,Yes,No,No,No
find,plugins\recon\find,No,Yes,No,Yes,No
findings,plugins\recon\findings,No,Yes,No,No,No
findings_1,plugins\recon\findings_1,No,Yes,No,No,No
findings_db,plugins\recon\findings_db,No,Yes,No,Yes,No
findomain,plugins\recon\findomain,No,Yes,No,Yes,No
findsubdomains,plugins\recon\findsubdomains,No,Yes,No,Yes,No
fingerprinting,plugins\recon\fingerprinting,No,Yes,No,Yes,No
fingerprints,plugins\recon\fingerprints,No,Yes,No,Yes,No
fingerprint_correlator,plugins\recon\fingerprint_correlator,No,No,No,No,No
fofa,plugins\recon\fofa,No,Yes,No,Yes,No
fofa_2,plugins\recon\fofa_2,No,Yes,No,Yes,No
fofa_search,plugins\recon\fofa_search,No,Yes,No,No,No
forced_error,plugins\recon\forced_error,No,No,No,No,No
forensics-analyst,plugins\recon\forensics-analyst,No,Yes,No,No,No
fork-philosophy,plugins\recon\fork-philosophy,No,Yes,No,No,No
formatting,plugins\recon\formatting,No,No,No,No,No
fping_tool,plugins\recon\fping_tool,No,Yes,No,Yes,No
fqdn,plugins\recon\fqdn,No,Yes,No,Yes,No
fqdn_endpoint,plugins\recon\fqdn_endpoint,No,Yes,No,Yes,No
fqdn_lookup,plugins\recon\fqdn_lookup,No,Yes,No,Yes,No
frontend-i18n,plugins\recon\frontend-i18n,No,No,No,No,No
frontmatter,plugins\recon\frontmatter,No,No,No,No,No
fullhunt,plugins\recon\fullhunt,No,Yes,No,Yes,No
full_v0,plugins\recon\full_v0,No,Yes,No,No,No
full_v1,plugins\recon\full_v1,No,Yes,No,No,No
full_v2,plugins\recon\full_v2,No,Yes,No,No,No
functional,plugins\recon\functional,No,No,No,No,No
FUNDING_1,plugins\recon\FUNDING_1,No,Yes,No,No,No
fuzzy,plugins\recon\fuzzy,No,Yes,No,Yes,No
fuzz_wordlist,plugins\recon\fuzz_wordlist,No,Yes,No,No,No
gau,plugins\recon\gau,No,Yes,No,Yes,No
gau_2,plugins\recon\gau_2,No,Yes,No,No,No
gemini,plugins\recon\gemini,No,No,No,No,No
gemini_api,plugins\recon\gemini_api,No,No,No,No,No
generate-totp,plugins\recon\generate-totp,No,No,No,No,No
generator,plugins\recon\generator,No,Yes,No,Yes,No
generatorcpython-313,plugins\recon\generatorcpython-313,No,Yes,No,No,No
get-arch,plugins\recon\get-arch,No,No,No,No,No
getting-started,plugins\recon\getting-started,No,No,No,No,No
gexf,plugins\recon\gexf,No,Yes,No,Yes,No
gexf_test,plugins\recon\gexf_test,No,Yes,No,Yes,No
ghost-traffic,plugins\recon\ghost-traffic,No,Yes,No,Yes,No
ghost-traffictest,plugins\recon\ghost-traffictest,No,Yes,No,Yes,No
git-manager,plugins\recon\git-manager,No,No,No,No,No
gitbook,plugins\recon\gitbook,No,Yes,No,No,No
github,plugins\recon\github,No,Yes,No,Yes,No
github_subdomains,plugins\recon\github_subdomains,No,Yes,No,Yes,No
gitlab,plugins\recon\gitlab,No,Yes,No,Yes,No
gleif,plugins\recon\gleif,No,Yes,No,Yes,No
gleif_1,plugins\recon\gleif_1,No,Yes,No,Yes,No
glob,plugins\recon\glob,No,No,No,No,No
global,plugins\recon\global,No,Yes,No,No,No
gobuster,plugins\recon\gobuster,No,Yes,No,No,No
gobuster_2,plugins\recon\gobuster_2,No,Yes,No,No,No
gobuster_tool,plugins\recon\gobuster_tool,No,Yes,No,Yes,No
goreleaser,plugins\recon\goreleaser,No,Yes,No,No,No
goreleaser_1,plugins\recon\goreleaser_1,No,Yes,No,No,No
gospider,plugins\recon\gospider,No,Yes,No,Yes,No
gosum,plugins\recon\gosum,No,No,No,No,No
go_1,plugins\recon\go_1,No,Yes,No,No,No
go_4,plugins\recon\go_4,No,Yes,No,No,No
gpt4all_api,plugins\recon\gpt4all_api,No,No,No,No,No
graph,plugins\recon\graph,No,Yes,No,Yes,No
graphdb,plugins\recon\graphdb,No,Yes,No,Yes,No
graphdb_test,plugins\recon\graphdb_test,No,Yes,No,Yes,No
graphql,plugins\recon\graphql,No,No,No,No,No
graphql-scanner,plugins\recon\graphql-scanner,No,No,No,No,No
graphql_introspection,plugins\recon\graphql_introspection,No,No,No,No,No
graphql_scan,plugins\recon\graphql_scan,No,No,No,No,No
graphql_tool,plugins\recon\graphql_tool,No,No,No,No,No
grepapp,plugins\recon\grepapp,No,Yes,No,Yes,No
ground-truth-agent,plugins\recon\ground-truth-agent,No,No,No,No,No
ground-truth-validator,plugins\recon\ground-truth-validator,No,Yes,No,Yes,No
group,plugins\recon\group,No,No,No,No,No
guided,plugins\recon\guided,No,Yes,No,Yes,No
guided_recon,plugins\recon\guided_recon,No,Yes,No,Yes,No
guided_recon_1,plugins\recon\guided_recon_1,No,Yes,No,Yes,No
guided_recon_121,plugins\recon\guided_recon_121,No,Yes,No,Yes,No
guided_recon_122,plugins\recon\guided_recon_122,No,Yes,No,Yes,No
guided_view,plugins\recon\guided_view,No,Yes,No,Yes,No
hackertarget,plugins\recon\hackertarget,No,No,No,No,No
hackertarget_1,plugins\recon\hackertarget_1,No,Yes,No,Yes,No
hackertarget_3,plugins\recon\hackertarget_3,No,Yes,No,Yes,No
hakrawler,plugins\recon\hakrawler,No,Yes,No,No,No
hakrawler_tool,plugins\recon\hakrawler_tool,No,Yes,No,Yes,No
handlers,plugins\recon\handlers,No,Yes,No,Yes,No
harness,plugins\recon\harness,No,No,No,No,No
hashpump,plugins\recon\hashpump,No,No,No,No,No
headers,plugins\recon\headers,No,Yes,No,Yes,No
headers_inject,plugins\recon\headers_inject,No,No,No,No,No
header_checker,plugins\recon\header_checker,No,Yes,No,Yes,No
health-monitor,plugins\recon\health-monitor,No,No,No,No,No
hexstrike-ai-mcp,plugins\recon\hexstrike-ai-mcp,No,No,No,No,No
hexstrike_mcp,plugins\recon\hexstrike_mcp,No,Yes,No,Yes,No
hexstrike_server,plugins\recon\hexstrike_server,No,Yes,No,Yes,No
hidden_discovery,plugins\recon\hidden_discovery,No,No,No,No,No
hitl,plugins\recon\hitl,No,No,No,No,No
hitl_context,plugins\recon\hitl_context,No,No,No,No,No
hitl_middleware,plugins\recon\hitl_middleware,No,No,No,No,No
holder,plugins\recon\holder,No,No,No,No,No
host_header_reset_poisoning,plugins\recon\host_header_reset_poisoning,No,No,No,No,No
HTB_challenge_Template,plugins\recon\HTB_challenge_Template,No,Yes,No,No,No
http,plugins\recon\http,No,Yes,No,Yes,No
http-framework-test,plugins\recon\http-framework-test,No,Yes,No,No,No
httpbinorg__20260515_233823,plugins\recon\httpbinorg__20260515_233823,No,Yes,No,No,No
HttpMessageFormatter,plugins\recon\HttpMessageFormatter,No,No,No,No,No
HTTPMethodAnalyzertest,plugins\recon\HTTPMethodAnalyzertest,No,No,No,No,No
httpx,plugins\recon\httpx,No,Yes,No,No,No
httpx_tool,plugins\recon\httpx_tool,No,Yes,No,Yes,No
http_clients,plugins\recon\http_clients,No,Yes,No,Yes,No
http_extractor,plugins\recon\http_extractor,No,No,No,No,No
http_headers,plugins\recon\http_headers,No,No,No,No,No
http_test,plugins\recon\http_test,No,Yes,No,Yes,No
hudsonrock,plugins\recon\hudsonrock,No,Yes,No,Yes,No
hunterio,plugins\recon\hunterio,No,Yes,No,Yes,No
i18n,plugins\recon\i18n,No,Yes,No,Yes,No
idor_authenticated,plugins\recon\idor_authenticated,No,No,No,No,No
idor_authz_differential,plugins\recon\idor_authz_differential,No,No,No,No,No
idor_sequential,plugins\recon\idor_sequential,No,Yes,No,Yes,No
impact-exfiltration,plugins\recon\impact-exfiltration,No,No,No,No,No
index,plugins\recon\index,No,No,No,No,No
indexer,plugins\recon\indexer,No,No,No,No,No
index_1,plugins\recon\index_1,No,Yes,No,No,No
index_10,plugins\recon\index_10,No,Yes,No,Yes,No
index_11,plugins\recon\index_11,No,Yes,No,Yes,No
index_12,plugins\recon\index_12,No,No,No,No,No
index_13,plugins\recon\index_13,No,No,No,No,No
index_14,plugins\recon\index_14,No,No,No,No,No
index_15,plugins\recon\index_15,No,No,No,No,No
index_16,plugins\recon\index_16,No,No,No,No,No
index_17,plugins\recon\index_17,No,No,No,No,No
index_2,plugins\recon\index_2,No,Yes,No,Yes,No
index_3,plugins\recon\index_3,No,No,No,No,No
index_4,plugins\recon\index_4,No,Yes,No,Yes,No
index_5,plugins\recon\index_5,No,Yes,No,Yes,No
index_6,plugins\recon\index_6,No,Yes,No,Yes,No
index_7,plugins\recon\index_7,No,No,No,No,No
index_8,plugins\recon\index_8,No,Yes,No,Yes,No
index_9,plugins\recon\index_9,No,No,No,No,No
index_pipeline_test,plugins\recon\index_pipeline_test,No,Yes,No,Yes,No
inference,plugins\recon\inference,No,No,No,No,No
inferencetest,plugins\recon\inferencetest,No,No,No,No,No
info-collect,plugins\recon\info-collect,No,Yes,No,Yes,No
infrastructure_view,plugins\recon\infrastructure_view,No,Yes,No,Yes,No
ini,plugins\recon\ini,No,Yes,No,Yes,No
initialize,plugins\recon\initialize,No,Yes,No,Yes,No
input-validator,plugins\recon\input-validator,No,No,No,No,No
inputFiles,plugins\recon\inputFiles,No,Yes,No,No,No
install,plugins\recon\install,Yes,Yes,No,No,No
install-git-hooks,plugins\recon\install-git-hooks,No,No,No,No,No
install-python-package,plugins\recon\install-python-package,No,No,No,No,No
installation,plugins\recon\installation,No,Yes,No,No,No
install_1,plugins\recon\install_1,Yes,Yes,No,No,No
INSTALL_2,plugins\recon\INSTALL_2,No,No,No,No,No
install_4,plugins\recon\install_4,Yes,Yes,No,No,No
install_planner,plugins\recon\install_planner,No,Yes,No,Yes,No
install_preferences,plugins\recon\install_preferences,No,No,No,No,No
install_wizard,plugins\recon\install_wizard,No,Yes,No,Yes,No
integration,plugins\recon\integration,No,Yes,No,Yes,No
intelligence_concepts,plugins\recon\intelligence_concepts,No,Yes,No,No,No
intelligence_pipeline,plugins\recon\intelligence_pipeline,No,Yes,No,Yes,No
intelx,plugins\recon\intelx,No,Yes,No,Yes,No
interactive,plugins\recon\interactive,No,Yes,No,Yes,No
interrupt,plugins\recon\interrupt,No,No,No,No,No
introduction,plugins\recon\introduction,No,Yes,No,No,No
ipaddr,plugins\recon\ipaddr,No,Yes,No,Yes,No
ipaddr_endpoint,plugins\recon\ipaddr_endpoint,No,Yes,No,Yes,No
ipnet,plugins\recon\ipnet,No,Yes,No,Yes,No
ipverse,plugins\recon\ipverse,No,Yes,No,Yes,No
ip_netblock,plugins\recon\ip_netblock,No,Yes,No,Yes,No
issue-report,plugins\recon\issue-report,No,Yes,No,No,No
issue_importer,plugins\recon\issue_importer,No,No,No,No,No
jaeles,plugins\recon\jaeles,No,No,No,No,No
jarm,plugins\recon\jarm,No,Yes,No,Yes,No
jina,plugins\recon\jina,No,No,No,No,No
js-analysis,plugins\recon\js-analysis,No,No,No,No,No
jsluice_patterns,plugins\recon\jsluice_patterns,No,Yes,No,No,No
js_analyzer,plugins\recon\js_analyzer,No,Yes,No,Yes,No
juice-shop,plugins\recon\juice-shop,No,Yes,No,No,No
juiceshop,plugins\recon\juiceshop,No,No,No,No,No
junit_xml,plugins\recon\junit_xml,No,No,No,No,No
jwt_jku_x5u_ssrf,plugins\recon\jwt_jku_x5u_ssrf,No,No,No,No,No
katana,plugins\recon\katana,No,Yes,No,No,No
katana_2,plugins\recon\katana_2,No,Yes,No,No,No
katana_tool,plugins\recon\katana_tool,No,Yes,No,Yes,No
Keygraph_Button,plugins\recon\Keygraph_Button,No,No,No,No,No
kiterunner,plugins\recon\kiterunner,No,Yes,No,Yes,No
kiterunner_tool,plugins\recon\kiterunner_tool,No,Yes,No,Yes,No
knowledge,plugins\recon\knowledge,No,No,No,No,No
knowledge-base,plugins\recon\knowledge-base,No,Yes,No,No,No
knowledgejs,plugins\recon\knowledgejs,No,No,No,No,No
knowledge_base,plugins\recon\knowledge_base,No,No,No,No,No
knowledge_base_1,plugins\recon\knowledge_base_1,No,Yes,No,Yes,No
known_fqdn,plugins\recon\known_fqdn,No,Yes,No,Yes,No
kubernetes_analyzer,plugins\recon\kubernetes_analyzer,No,Yes,No,Yes,No
langfuse,plugins\recon\langfuse,No,No,No,No,No
lark,plugins\recon\lark,No,No,No,No,No
lateral-movement,plugins\recon\lateral-movement,No,No,No,No,No
layout,plugins\recon\layout,No,No,No,No,No
ldap-search,plugins\recon\ldap-search,No,No,No,No,No
ldap_injection,plugins\recon\ldap_injection,No,No,No,No,No
leaked_credentials,plugins\recon\leaked_credentials,No,Yes,No,Yes,No
leakix,plugins\recon\leakix,No,Yes,No,Yes,No
leakix_2,plugins\recon\leakix_2,No,Yes,No,Yes,No
learning_mode,plugins\recon\learning_mode,No,Yes,No,Yes,No
ledger,plugins\recon\ledger,No,Yes,No,Yes,No
legacy,plugins\recon\legacy,No,No,No,No,No
LegacyPentestRunner,plugins\recon\LegacyPentestRunner,No,Yes,No,Yes,No
lei_record,plugins\recon\lei_record,No,Yes,No,Yes,No
lfi_wordlist,plugins\recon\lfi_wordlist,No,Yes,No,No,No
libc-database,plugins\recon\libc-database,No,No,No,No,No
library,plugins\recon\library,No,Yes,No,Yes,No
LICENSE,plugins\recon\LICENSE,No,No,No,No,No
LICENSE_1,plugins\recon\LICENSE_1,No,No,No,No,No
LICENSE_10,plugins\recon\LICENSE_10,No,No,No,No,No
LICENSE_12,plugins\recon\LICENSE_12,No,No,No,No,No
LICENSE_13,plugins\recon\LICENSE_13,No,No,No,No,No
LICENSE_14,plugins\recon\LICENSE_14,No,Yes,No,No,No
LICENSE_2,plugins\recon\LICENSE_2,No,No,No,No,No
LICENSE_3,plugins\recon\LICENSE_3,No,Yes,No,No,No
LICENSE_4,plugins\recon\LICENSE_4,No,No,No,No,No
LICENSE_6,plugins\recon\LICENSE_6,No,No,No,No,No
LICENSE_7,plugins\recon\LICENSE_7,No,No,No,No,No
LICENSE_9,plugins\recon\LICENSE_9,No,No,No,No,No
linkedin,plugins\recon\linkedin,No,Yes,No,No,No
linpeas,plugins\recon\linpeas,No,No,No,No,No
lint,plugins\recon\lint,No,No,No,No,No
lint_python,plugins\recon\lint_python,No,No,No,No,No
listener,plugins\recon\listener,No,Yes,No,Yes,No
listener_http,plugins\recon\listener_http,No,Yes,No,Yes,No
listener_tcp,plugins\recon\listener_tcp,No,No,No,No,No
listener_websocket,plugins\recon\listener_websocket,No,Yes,No,Yes,No
live_capture,plugins\recon\live_capture,No,Yes,No,Yes,No
llm,plugins\recon\llm,No,No,No,No,No
llm-analysis,plugins\recon\llm-analysis,No,No,No,No,No
llm-analyzer,plugins\recon\llm-analyzer,No,Yes,No,Yes,No
llm-app-redteam,plugins\recon\llm-app-redteam,No,Yes,No,No,No
llm-client,plugins\recon\llm-client,No,No,No,No,No
llm-clienttest,plugins\recon\llm-clienttest,No,No,No,No,No
llm-clienttest_1,plugins\recon\llm-clienttest_1,No,No,No,No,No
llm-client_1,plugins\recon\llm-client_1,No,No,No,No,No
llm-redteam,plugins\recon\llm-redteam,No,Yes,No,No,No
llm_analysis,plugins\recon\llm_analysis,No,No,No,No,No
llm_api,plugins\recon\llm_api,No,No,No,No,No
load,plugins\recon\load,No,Yes,No,Yes,No
loader_1,plugins\recon\loader_1,No,No,No,No,No
LOCAL-SETUP,plugins\recon\LOCAL-SETUP,No,No,No,No,No
local-source-generator,plugins\recon\local-source-generator,No,Yes,No,No,No
location,plugins\recon\location,No,Yes,No,Yes,No
locations,plugins\recon\locations,No,Yes,No,Yes,No
location_1,plugins\recon\location_1,No,Yes,No,Yes,No
log,plugins\recon\log,No,Yes,No,Yes,No
log-stream,plugins\recon\log-stream,No,No,No,No,No
logger,plugins\recon\logger,No,No,No,No,No
loggercpython-313,plugins\recon\loggercpython-313,No,No,No,No,No
logger_1,plugins\recon\logger_1,No,No,No,No,No
logger_2,plugins\recon\logger_2,No,No,No,No,No
login-instructions,plugins\recon\login-instructions,No,No,No,No,No
login-instructions_1,plugins\recon\login-instructions_1,No,No,No,No,No
logo,plugins\recon\logo,No,No,No,No,No
logo_1,plugins\recon\logo_1,No,Yes,No,No,No
logs,plugins\recon\logs,No,Yes,No,Yes,No
lookup-sid,plugins\recon\lookup-sid,No,No,No,No,No
main,plugins\recon\main,No,Yes,No,Yes,No
main_1,plugins\recon\main_1,No,Yes,No,Yes,No
main_10,plugins\recon\main_10,No,Yes,No,Yes,No
main_11,plugins\recon\main_11,No,Yes,No,Yes,No
main_12,plugins\recon\main_12,No,No,No,No,No
main_14,plugins\recon\main_14,No,No,No,No,No
main_15,plugins\recon\main_15,No,No,No,No,No
main_17,plugins\recon\main_17,No,Yes,No,Yes,No
main_18,plugins\recon\main_18,No,Yes,No,Yes,No
main_2,plugins\recon\main_2,No,Yes,No,Yes,No
main_3,plugins\recon\main_3,No,Yes,No,Yes,No
main_4,plugins\recon\main_4,No,Yes,No,Yes,No
main_5,plugins\recon\main_5,No,Yes,No,Yes,No
main_6,plugins\recon\main_6,No,Yes,No,Yes,No
main_7,plugins\recon\main_7,No,Yes,No,Yes,No
main_8,plugins\recon\main_8,No,Yes,No,Yes,No
main_9,plugins\recon\main_9,No,Yes,No,Yes,No
main_server_http_redirect,plugins\recon\main_server_http_redirect,No,No,No,No,No
main_server_http_redirect_test,plugins\recon\main_server_http_redirect_test,No,No,No,No,No
main_server_tls,plugins\recon\main_server_tls,No,Yes,No,Yes,No
Makefile_2,plugins\recon\Makefile_2,No,Yes,No,No,No
Makefile_3,plugins\recon\Makefile_3,No,Yes,No,No,No
malicious,plugins\recon\malicious,No,No,No,No,No
maltego,plugins\recon\maltego,No,Yes,No,Yes,No
malware-analyst,plugins\recon\malware-analyst,No,Yes,No,No,No
manager_1,plugins\recon\manager_1,No,Yes,No,Yes,No
manager_2,plugins\recon\manager_2,No,No,No,No,No
mapcidr,plugins\recon\mapcidr,No,Yes,No,Yes,No
mapping,plugins\recon\mapping,No,Yes,No,No,No
markdown,plugins\recon\markdown,No,No,No,No,No
MarkdownRenderer,plugins\recon\MarkdownRenderer,No,Yes,No,No,No
markdown_agents,plugins\recon\markdown_agents,No,No,No,No,No
markdown_orchestrator_test,plugins\recon\markdown_orchestrator_test,No,No,No,No,No
markers,plugins\recon\markers,No,Yes,No,Yes,No
marketplace,plugins\recon\marketplace,No,Yes,No,Yes,No
masscan,plugins\recon\masscan,No,No,No,No,No
masscan_2,plugins\recon\masscan_2,No,No,No,No,No
massdns,plugins\recon\massdns,No,Yes,No,Yes,No
massdns_tool,plugins\recon\massdns_tool,No,Yes,No,Yes,No
mass_assignment,plugins\recon\mass_assignment,No,No,No,No,No
match,plugins\recon\match,No,Yes,No,Yes,No
mcp,plugins\recon\mcp,No,No,No,No,No
mcp-management,plugins\recon\mcp-management,No,Yes,No,No,No
mcp-stdio2,plugins\recon\mcp-stdio2,No,Yes,No,No,No
mcp_client,plugins\recon\mcp_client,No,No,No,No,No
mcp_manager,plugins\recon\mcp_manager,No,No,No,No,No
mcp_pent_claude_agent,plugins\recon\mcp_pent_claude_agent,No,No,No,No,No
mcp_reverse_shell,plugins\recon\mcp_reverse_shell,No,No,No,No,No
mcp_setup,plugins\recon\mcp_setup,No,No,No,No,No
mcp_tools,plugins\recon\mcp_tools,No,No,No,No,No
mcp_tools_test,plugins\recon\mcp_tools_test,No,No,No,No,No
memory,plugins\recon\memory,No,No,No,No,No
memory_compressor,plugins\recon\memory_compressor,No,No,No,No,No
menu,plugins\recon\menu,No,Yes,No,Yes,No
merklemap,plugins\recon\merklemap,No,Yes,No,Yes,No
message-handlers,plugins\recon\message-handlers,No,No,No,No,No
meta,plugins\recon\meta,No,Yes,No,Yes,No
meta-cognition,plugins\recon\meta-cognition,No,No,No,No,No
metadata,plugins\recon\metadata,No,Yes,No,Yes,No
metasploit-agent,plugins\recon\metasploit-agent,No,Yes,No,Yes,No
methodology_engine,plugins\recon\methodology_engine,No,Yes,No,Yes,No
metrics,plugins\recon\metrics,No,No,No,No,No
metrics-tracker,plugins\recon\metrics-tracker,No,No,No,No,No
metrics_1,plugins\recon\metrics_1,No,No,No,No,No
mobile_agent,plugins\recon\mobile_agent,No,Yes,No,Yes,No
mock_pipelinetest,plugins\recon\mock_pipelinetest,No,Yes,No,Yes,No
model-registry,plugins\recon\model-registry,No,No,No,No,No
ModelCommand,plugins\recon\ModelCommand,No,Yes,No,Yes,No
models,plugins\recon\models,No,Yes,No,Yes,No
models_1,plugins\recon\models_1,No,No,No,No,No
models_2,plugins\recon\models_2,No,Yes,No,Yes,No
models_5,plugins\recon\models_5,No,No,No,No,No
model_manager,plugins\recon\model_manager,No,No,No,No,No
modes,plugins\recon\modes,Yes,Yes,No,No,No
MODS,plugins\recon\MODS,No,Yes,No,No,No
module_import,plugins\recon\module_import,No,No,No,No,No
monitor,plugins\recon\monitor,No,Yes,No,Yes,No
monitor_1,plugins\recon\monitor_1,No,No,No,No,No
MSSQLInjection,plugins\recon\MSSQLInjection,No,Yes,No,No,No
multi_agent,plugins\recon\multi_agent,No,No,No,No,No
MULTI_AGENT_EINO,plugins\recon\MULTI_AGENT_EINO,No,No,No,No,No
multi_agent_prepare,plugins\recon\multi_agent_prepare,No,No,No,No,No
naabu,plugins\recon\naabu,No,No,No,No,No
naabu_tool,plugins\recon\naabu_tool,No,Yes,No,Yes,No
namelist,plugins\recon\namelist,No,Yes,No,No,No
navigator,plugins\recon\navigator,No,No,No,No,No
nbtscan,plugins\recon\nbtscan,No,No,No,No,No
netblock,plugins\recon\netblock,No,Yes,No,Yes,No
netblock_1,plugins\recon\netblock_1,No,Yes,No,Yes,No
