Repository,Recon Value,Bug Bounty Value,Enterprise Value,Research Value,Maintenance Cost
i18n,3,3,1,3,7
idor_sequential,3,3,1,3,7
index_10,3,3,1,3,7
index_11,3,3,1,3,7
index_6,3,3,1,3,7
index_8,3,3,1,3,7
index_pipeline_test,3,3,1,3,7
info-collect,3,3,1,3,7
infrastructure_view,3,3,1,3,7
ini,3,3,1,3,7
initialize,3,3,1,3,7
inputFiles,1,1,1,1,9
install,5,5,3,5,5
installation,1,1,1,1,9
install_1,5,5,3,5,5
install_4,5,5,3,5,5
install_planner,3,3,1,3,7
install_wizard,3,3,1,3,7
integration,3,3,1,3,7
intelligence_concepts,1,1,1,1,9
intelligence_pipeline,3,3,1,3,7
intelx,3,3,1,3,7
interactive,3,3,1,3,7
introduction,1,1,1,1,9
ipaddr,3,3,1,3,7
ipaddr_endpoint,3,3,1,3,7
ipnet,3,3,1,3,7
ipverse,3,3,1,3,7
ip_netblock,3,3,1,3,7
issue-report,1,1,1,1,9
jarm,3,3,1,3,7
jsluice_patterns,1,1,1,1,9
js_analyzer,3,3,1,3,7
juice-shop,1,1,1,1,9
katana,1,1,1,1,9
katana_2,1,1,1,1,9
katana_tool,3,3,1,3,7
kiterunner,3,3,1,3,7
kiterunner_tool,3,3,1,3,7
knowledge-base,1,1,1,1,9
knowledge_base_1,3,3,1,3,7
known_fqdn,3,3,1,3,7
kubernetes_analyzer,3,3,1,3,7
leaked_credentials,3,3,1,3,7
leakix,3,3,1,3,7
leakix_2,3,3,1,3,7
learning_mode,3,3,1,3,7
ledger,3,3,1,3,7
LegacyPentestRunner,3,3,1,3,7
lei_record,3,3,1,3,7
lfi_wordlist,1,1,1,1,9
library,3,3,1,3,7
LICENSE_14,1,1,1,1,9
LICENSE_3,1,1,1,1,9
linkedin,1,1,1,1,9
listener,3,3,1,3,7
listener_http,3,3,1,3,7
listener_websocket,3,3,1,3,7
live_capture,3,3,1,3,7
llm-analyzer,3,3,1,3,7
llm-app-redteam,1,1,1,1,9
llm-redteam,1,1,1,1,9
llm_analysis,1,1,1,1,9
load,3,3,1,3,7
local-source-generator,1,1,1,1,9
location,3,3,1,3,7
locations,3,3,1,3,7
location_1,3,3,1,3,7
log,3,3,1,3,7
logo_1,1,1,1,1,9
logs,3,3,1,3,7
main_1,3,3,1,3,7
main_10,3,3,1,3,7
main_11,3,3,1,3,7
main_17,3,3,1,3,7
main_18,3,3,1,3,7
main_2,3,3,1,3,7
main_6,3,3,1,3,7
main_9,3,3,1,3,7
main_server_tls,3,3,1,3,7
Makefile_2,1,1,1,1,9
Makefile_3,1,1,1,1,9
malicious,1,1,1,1,9
maltego,3,3,1,3,7
malware-analyst,1,1,1,1,9
manager_1,3,3,1,3,7
mapcidr,3,3,1,3,7
mapping,1,1,1,1,9
markers,3,3,1,3,7
marketplace,3,3,1,3,7
massdns,3,3,1,3,7
massdns_tool,3,3,1,3,7
match,3,3,1,3,7
mcp-management,1,1,1,1,9
mcp-stdio2,1,1,1,1,9
menu,3,3,1,3,7
merklemap,3,3,1,3,7
metasploit-agent,3,3,1,3,7
methodology_engine,3,3,1,3,7
mobile_agent,3,3,1,3,7
mock_pipelinetest,3,3,1,3,7
ModelCommand,3,3,1,3,7
models_2,3,3,1,3,7
modes,5,5,3,5,5
MODS,1,1,1,1,9
MSSQLInjection,1,1,1,1,9
naabu_tool,3,3,1,3,7
namelist,1,1,1,1,9
netblock,3,3,1,3,7
netblock_1,3,3,1,3,7
netdiscover_tool,3,3,1,3,7
netlas,3,3,1,3,7
network-recon,3,3,1,3,7
networks,3,3,1,3,7
network_discovery,1,1,1,1,9
nextjs_rsc_rce,3,3,1,3,7
next_step_predictor,3,3,1,3,7
nikto_2,1,1,1,1,9
nmap-ajp,3,3,1,3,7
nmap-cassandra,3,3,1,3,7
nmap-cups,3,3,1,3,7
nmap-dns,3,3,1,3,7
nmap-ftp,3,3,1,3,7
nmap-http,3,3,1,3,7
nmap-imap,3,3,1,3,7
nmap-ldap,3,3,1,3,7
nmap-mongodb,3,3,1,3,7
nmap-mountd,3,3,1,3,7
nmap-mssql,3,3,1,3,7
nmap-multicast-dns,3,3,1,3,7
nmap-mysql,3,3,1,3,7
nmap-nfs,3,3,1,3,7
nmap-ntp,3,3,1,3,7
nmap-oracle,3,3,1,3,7
nmap-pop3,3,3,1,3,7
nmap-rdp,3,3,1,3,7
nmap-rsync,3,3,1,3,7
nmap-smb,3,3,1,3,7
nmap-smtp,3,3,1,3,7
nmap-snmp,3,3,1,3,7
nmap-vnc,3,3,1,3,7
normalization,3,3,1,3,7
nosql_fuzz,3,3,1,3,7
notify,1,1,1,1,9
nuclei,1,1,1,1,9
nuclei-agent,3,3,1,3,7
nuclei-template-sha,1,1,1,1,9
nuclei_2,1,1,1,1,9
nuclei_tool,3,3,1,3,7
oauth_pkce_downgrade,3,3,1,3,7
ollama,3,3,1,3,7
onyphe,3,3,1,3,7
operations_center,3,3,1,3,7
opsec-anonymizer,1,1,1,1,9
options_2,3,3,1,3,7
OracleSQLInjection,1,1,1,1,9
org,3,3,1,3,7
orgs,3,3,1,3,7
org_1,3,3,1,3,7
org_lei,3,3,1,3,7
outputter,3,3,1,3,7
package-lock,1,1,1,1,9
parallel,5,5,3,5,5
parameter_discovery,1,1,1,1,9
paramspider,3,3,1,3,7
parse,3,3,1,3,7
parsers,3,3,1,3,7
parser_mixin,3,3,1,3,7
parse_test,3,3,1,3,7
passive,3,3,1,3,7
passivetotal,3,3,1,3,7
passive_recon,1,1,1,1,9
payload-crafter,1,1,1,1,9
pcap_parser,3,3,1,3,7
pentest-mcp-server,1,1,1,1,9
PentestGPT-720WebShareName,1,1,1,1,9
pentestGPT_HTB_phonebook_failed,1,1,1,1,9
pentestGPT_log_HTB_Precious,1,1,1,1,9
pentesting,3,3,1,3,7
permutations_list,1,1,1,1,9
permutations_list_short,1,1,1,1,9
phishing-operator,1,1,1,1,9
pipelines,3,3,1,3,7
pipeline_engine,3,3,1,3,7
planner,3,3,1,3,7
playbook,3,3,1,3,7
plugin,3,3,1,3,7
plugin_1,3,3,1,3,7
plugin_10,3,3,1,3,7
plugin_11,3,3,1,3,7
plugin_12,3,3,1,3,7
plugin_2,3,3,1,3,7
plugin_4,3,3,1,3,7
plugin_5,3,3,1,3,7
plugin_6,3,3,1,3,7
plugin_7,3,3,1,3,7
plugin_8,3,3,1,3,7
plugin_manager,3,3,1,3,7
portscan,3,3,1,3,7
port_prioritizer,3,3,1,3,7
PostgreSQLInjection,1,1,1,1,9
pre-recon,3,3,1,3,7
preflight,3,3,1,3,7
preflight-check,3,3,1,3,7
print,3,3,1,3,7
PRIVACY,1,1,1,1,9
probes,3,3,1,3,7
process,3,3,1,3,7
profundis,3,3,1,3,7
prompt_class_v1,3,3,1,3,7
prompt_class_v2,3,3,1,3,7
prospeo,3,3,1,3,7
protocol_detector,3,3,1,3,7
proxy_controller,3,3,1,3,7
pseudo-source-builder,3,3,1,3,7
ptt_reasoning,3,3,1,3,7
pugrecon,3,3,1,3,7
PULL_REQUEST_TEMPLATE,1,1,1,1,9
PULL_REQUEST_TEMPLATE_2,1,1,1,1,9
puredns,3,3,1,3,7
puredns_tool,3,3,1,3,7
pure_go,3,3,1,3,7
pyproject_2,1,1,1,1,9
pyproject_4,1,1,1,1,9
pyshark_engine,3,3,1,3,7
pythonorg_headers_20241216_000049,1,1,1,1,9
pythonorg_subdomains_20241215_235829,1,1,1,1,9
quake,3,3,1,3,7
quick_action_bar,3,3,1,3,7
radare2,1,1,1,1,9
ranger,3,3,1,3,7
rapiddns,3,3,1,3,7
rapiddns_2,3,3,1,3,7
ratelimit_test,3,3,1,3,7
rdap,3,3,1,3,7
README,1,1,1,1,9
README_1,1,1,1,1,9
README_16,1,1,1,1,9
README_17,1,1,1,1,9
README_18,1,1,1,1,9
README_2,1,1,1,1,9
README_20,1,1,1,1,9
README_23,1,1,1,1,9
README_24,1,1,1,1,9
README_26,1,1,1,1,9
README_27,1,1,1,1,9
README_3,1,1,1,1,9
README_36,1,1,1,1,9
README_39,1,1,1,1,9
README_4,1,1,1,1,9
README_41,1,1,1,1,9
README_42,1,1,1,1,9
README_43,1,1,1,1,9
README_44,1,1,1,1,9
README_45,1,1,1,1,9
README_47,1,1,1,1,9
README_48,1,1,1,1,9
README_49,1,1,1,1,9
README_5,1,1,1,1,9
README_51,1,1,1,1,9
README_52,1,1,1,1,9
README_53,1,1,1,1,9
README_57,1,1,1,1,9
README_58,1,1,1,1,9
README_7,1,1,1,1,9
README_8,1,1,1,1,9
README_CN_1,1,1,1,1,9
README_EN,1,1,1,1,9
realdemo,1,1,1,1,9
realdemo-paced,1,1,1,1,9
recommend,1,1,1,1,9
recommendation_engine,3,3,1,3,7
recommendation_engine_1,3,3,1,3,7
recon-advisor,1,1,1,1,9
reconeer,3,3,1,3,7
reconftw,5,5,3,5,5
reconftw_1,1,1,1,1,9
reconftw_full,1,1,1,1,9
reconftw_quick,1,1,1,1,9
reconftw_stealth,1,1,1,1,9
recon_2,1,1,1,1,9
recon_agent,3,3,1,3,7
recon_strategy,3,3,1,3,7
redhuntlabs,3,3,1,3,7
registry_1,3,3,1,3,7
registry_121,3,3,1,3,7
registry_122,3,3,1,3,7
registry_123,3,3,1,3,7
registry_181,3,3,1,3,7
registry_182,3,3,1,3,7
registry_5,3,3,1,3,7
registry_test,3,3,1,3,7
reg_records,3,3,1,3,7
related,3,3,1,3,7
relationship_graph,3,3,1,3,7
relationship_mapper,3,3,1,3,7
renderer,3,3,1,3,7
replay_engine,3,3,1,3,7
report-executive_1,1,1,1,1,9
report-executive_2,1,1,1,1,9
reporter,3,3,1,3,7
reporthtml,1,1,1,1,9
reporting-cherrytree,3,3,1,3,7
reporting-markdown,3,3,1,3,7
report_121,3,3,1,3,7
report_14,3,3,1,3,7
report_15,3,3,1,3,7
report_16,3,3,1,3,7
report_17,3,3,1,3,7
report_generator,3,3,1,3,7
report_injector_2,3,3,1,3,7
requirements,1,1,1,1,9
requirements_11,1,1,1,1,9
requirements_12,1,1,1,1,9
requirements_16,1,1,1,1,9
requirements_2,1,1,1,1,9
requirements_3,1,1,1,1,9
requirements_8,1,1,1,1,9
requirements_9,1,1,1,1,9
resilience,3,3,1,3,7
resolve,3,3,1,3,7
resolvers,3,3,1,3,7
resolvers_1,3,3,1,3,7
resolver_manager,3,3,1,3,7
resource_availability,3,3,1,3,7
responder,1,1,1,1,9
response_headers,3,3,1,3,7
RESPONSIBLE_DISCLOSURE,1,1,1,1,9
rest_api,1,1,1,1,9
reverse,3,3,1,3,7
reverse-engineer,1,1,1,1,9
riddler,3,3,1,3,7
risk_mapper,3,3,1,3,7
risk_scorer,3,3,1,3,7
risk_scoring,3,3,1,3,7
ROADMAP,1,1,1,1,9
robtext,3,3,1,3,7
rollback-beta,1,1,1,1,9
runner_1,3,3,1,3,7
runner_3,3,3,1,3,7
run_benchmarks,3,3,1,3,7
run_dvwa_engagement,3,3,1,3,7
run_dvwa_full,3,3,1,3,7
run_summary,1,1,1,1,9
run_summary_1,1,1,1,1,9
run_tests,5,5,3,5,5
save_results,3,3,1,3,7
scan4all,1,1,1,1,9
scanners,3,3,1,3,7
scanner_5,3,3,1,3,7
scan_optimizer,3,3,1,3,7
scheduler,3,3,1,3,7
schemas,3,3,1,3,7
schemas_1,3,3,1,3,7
scope_1,3,3,1,3,7
scope_test,3,3,1,3,7
SCORE,1,1,1,1,9
SCORE_1,1,1,1,1,9
SCORE_2,1,1,1,1,9
Screenshot1,1,1,1,1,9
search_2,3,3,1,3,7
secretscfg,1,1,1,1,9
SECURITY,1,1,1,1,9
security-header-analyzer,3,3,1,3,7
SecurityHeaderAnalyzer,3,3,1,3,7
securitytrails,3,3,1,3,7
securitytrails_2,3,3,1,3,7
SECURITY_2,1,1,1,1,9
security_tools,3,3,1,3,7
sensitive_detector,3,3,1,3,7
sensitive_domains,1,1,1,1,9
server_1,3,3,1,3,7
server_2,3,3,1,3,7
server_3,3,3,1,3,7
service_correlator,3,3,1,3,7
service_detection,1,1,1,1,9
service_learning,3,3,1,3,7
session,3,3,1,3,7
sessions,3,3,1,3,7
session_manager,3,3,1,3,7
settings_1,3,3,1,3,7
setup_2,7,7,5,7,3
severity_engine,3,3,1,3,7
shadow-it,3,3,1,3,7
shadow-ittest,3,3,1,3,7
shannon-action,1,1,1,1,9
SHANNON-PRO,1,1,1,1,9
shannon-report-crapi,1,1,1,1,9
shannon-report-juice-shop,1,1,1,1,9
shannon-scan,1,1,1,1,9
shannon-screen_1,1,1,1,1,9
shodan_recon_plugin,3,3,1,3,7
shuffledns,3,3,1,3,7
shuffledns_tool,3,3,1,3,7
sitedossier,3,3,1,3,7
sitedossier_2,3,3,1,3,7
SKILL_19,1,1,1,1,9
SKILL_2,1,1,1,1,9
SKILL_20,1,1,1,1,9
SKILL_22,1,1,1,1,9
SKILL_23,1,1,1,1,9
SKILL_5,1,1,1,1,9
SKILL_6,1,1,1,1,9
SKILL_8,1,1,1,1,9
smart-scan,1,1,1,1,9
smart-scan-expanded-toolset,1,1,1,1,9
smart-scan-on-search,1,1,1,1,9
solution,1,1,1,1,9
solved-challenges,1,1,1,1,9
sources,3,3,1,3,7
sources_test,3,3,1,3,7
sources_wo_auth_test,3,3,1,3,7
sources_w_auth_test,3,3,1,3,7
spa_probes,3,3,1,3,7
SPEC,1,1,1,1,9
spiderfoot,3,3,1,3,7
spotter,5,5,3,5,5
sqli_fuzz,3,3,1,3,7
sqli_login_bypass,3,3,1,3,7
SQLmap,1,1,1,1,9
sqlmap-agent,3,3,1,3,7
srv,3,3,1,3,7
ssh_manager,3,3,1,3,7
ssl,1,1,1,1,9
sslscan,3,3,1,3,7
ssl_checker,3,3,1,3,7
ssti_fuzz,3,3,1,3,7
ssti_stored,3,3,1,3,7
stage121_catalog,3,3,1,3,7
stage121_web,3,3,1,3,7
stage122_catalog,3,3,1,3,7
stage123_catalog,3,3,1,3,7
STAGE2,1,1,1,1,9
start,3,3,1,3,7
stats,3,3,1,3,7
stderr,1,1,1,1,9
stderr_1,1,1,1,1,9
stdout,1,1,1,1,9
stdout_1,1,1,1,1,9
stealth_crawler,3,3,1,3,7
stig-analyst,1,1,1,1,9
subdomain,3,3,1,3,7
subdomain-enumeration,3,3,1,3,7
subdomain-hunter-agent,3,3,1,3,7
subdomains,5,5,3,5,5
subdomainstxt,1,1,1,1,9
subdomains_1,1,1,1,1,9
subdomains_2,1,1,1,1,9
subdomains_v0,1,1,1,1,9
subdomains_v1,1,1,1,1,9
subdomains_v2,1,1,1,1,9
subfinder,3,3,1,3,7
subfinder-logo,1,1,1,1,9
subfinder-run,1,1,1,1,9
subfinder_2,1,1,1,1,9
sublist3r_tool,3,3,1,3,7
submd,3,3,1,3,7
SUBPROCESSORS,1,1,1,1,9
subs,3,3,1,3,7
suggestion_engine,3,3,1,3,7
support,3,3,1,3,7
support_test,3,3,1,3,7
surface_mapping,1,1,1,1,9
swagger,1,1,1,1,9
swarm-orchestrator,1,1,1,1,9
tag_engine,3,3,1,3,7
takeover_detector,3,3,1,3,7
target-model,3,3,1,3,7
targets,3,3,1,3,7
target_classifier,3,3,1,3,7
task-management,1,1,1,1,9
tech-fingerprinter-agent,3,3,1,3,7
tech_detection,1,1,1,1,9
templates,3,3,1,3,7
template_manager,3,3,1,3,7
TERMS,1,1,1,1,9
test-lsg-v2,1,1,1,1,9
test-suite,1,1,1,1,9
test1,1,1,1,1,9
test2,1,1,1,1,9
testssl,3,3,1,3,7
test_agents_parallel,3,3,1,3,7
test_api_security_e2e_smoke,3,3,1,3,7
test_api_server,3,3,1,3,7
test_arjun_integration,3,3,1,3,7
test_authenticated_scan_coverage,3,3,1,3,7
test_auth_profiles_smoke,3,3,1,3,7
test_auth_scan_e2e_smoke,3,3,1,3,7
test_auth_session,3,3,1,3,7
test_auth_session_bearer_flow,3,3,1,3,7
test_browser_agent_e2e_smoke,3,3,1,3,7
test_browser_crawler,3,3,1,3,7
test_cache,3,3,1,3,7
test_checkpoint,1,1,1,1,9
test_ci_mode,3,3,1,3,7
test_cli,3,3,1,3,7
test_cli_auth_coverage,3,3,1,3,7
test_common,1,1,1,1,9
test_core,3,3,1,3,7
test_csrf_auth_e2e_smoke,3,3,1,3,7
test_dashboard,3,3,1,3,7
test_dedup,3,3,1,3,7
test_dns_resolver_auto,1,1,1,1,9
test_e2e_probes,3,3,1,3,7
test_engagement_lifecycle_e2e,3,3,1,3,7
test_evidence,3,3,1,3,7
test_evidence_contract,3,3,1,3,7
test_exports,1,1,1,1,9
test_export_cli,1,1,1,1,9
test_full_flow,1,1,1,1,9
test_full_workflow,3,3,1,3,7
test_handler_meta,3,3,1,3,7
test_hitl_coverage,3,3,1,3,7
test_install_preferences,3,3,1,3,7
test_integration_dvwa,3,3,1,3,7
test_juiceshop_e2e_smoke,3,3,1,3,7
test_list_targets,1,1,1,1,9
test_llm_redteam,3,3,1,3,7
test_mcp_auth_profile,3,3,1,3,7
test_mcp_honeypot_e2e,3,3,1,3,7
test_mcp_security_tools,3,3,1,3,7
test_mcp_server_coverage,3,3,1,3,7
test_misc_coverage,3,3,1,3,7
test_mobile_agent_e2e_smoke,3,3,1,3,7
test_monitor,1,1,1,1,9
test_monitor_mode,1,1,1,1,9
test_new_tool_integrations,1,1,1,1,9
test_observation_normalization,3,3,1,3,7
test_os_execution,3,3,1,3,7
test_parallel,1,1,1,1,9
test_payload_library,3,3,1,3,7
test_perf_profile,1,1,1,1,9
test_phase6,1,1,1,1,9
test_primitives_evidence_capture,3,3,1,3,7
test_probe_asset_secrets,3,3,1,3,7
test_probe_business_logic_fuzz,3,3,1,3,7
test_probe_captcha_replay,3,3,1,3,7
test_probe_crawler,3,3,1,3,7
test_probe_exif_metadata,3,3,1,3,7
test_probe_leaked_credentials,3,3,1,3,7
test_probe_nosql_fuzz,3,3,1,3,7
test_probe_oauth_pkce_downgrade,3,3,1,3,7
test_probe_response_headers,3,3,1,3,7
test_probe_sqli_fuzz,3,3,1,3,7
test_probe_ssti_fuzz,3,3,1,3,7
test_probe_ssti_polyglot,3,3,1,3,7
test_probe_xss_fuzz,3,3,1,3,7
test_registry_coverage,3,3,1,3,7
test_registry_extended,3,3,1,3,7
test_reporting,1,1,1,1,9
test_report_only,1,1,1,1,9
test_resolvers_external,3,3,1,3,7
test_resolvers_hardening,1,1,1,1,9
test_sanitize,1,1,1,1,9
test_scanners,3,3,1,3,7
test_severity_calibration,3,3,1,3,7
test_shell_syntax,1,1,1,1,9
test_smoke,1,1,1,1,9
test_stage121_integration,3,3,1,3,7
test_stage122_integration,3,3,1,3,7
test_stage123_integration,3,3,1,3,7
test_stage13_orchestration,3,3,1,3,7
test_stage14_tui,3,3,1,3,7
test_stage15_plugins,3,3,1,3,7
test_stage181_burp,3,3,1,3,7
test_stage182_traffic,3,3,1,3,7
test_stage19_plugins,3,3,1,3,7
test_stage2,3,3,1,3,7
test_stage20_services,3,3,1,3,7
test_stealth_crawler,3,3,1,3,7
test_subdomains_asn,1,1,1,1,9
test_subdomains_filtering,1,1,1,1,9
test_sub_tls_no_match,1,1,1,1,9
test_terminal_output_modes,1,1,1,1,9
test_tool_bridge,3,3,1,3,7
test_tool_bridge_e2e,3,3,1,3,7
test_tool_installer,3,3,1,3,7
test_tool_installer_coverage,3,3,1,3,7
test_tool_installer_extended,3,3,1,3,7
test_tool_result_persistence,3,3,1,3,7
test_ui_snapshots,1,1,1,1,9
test_utils,1,1,1,1,9
test_validation,1,1,1,1,9
test_vps_count_cli,1,1,1,1,9
test_webprobe_full_formats,1,1,1,1,9
test_web_agent_crawl_inject,3,3,1,3,7
THANKS,1,1,1,1,9
thc,3,3,1,3,7
theharvester,3,3,1,3,7
threat-modeler,1,1,1,1,9
threatbook,3,3,1,3,7
threatcrowd,3,3,1,3,7
threatcrowd_2,3,3,1,3,7
threatminer,3,3,1,3,7
throttle,3,3,1,3,7
TIER2-EXECUTION,1,1,1,1,9
TIMELINE,1,1,1,1,9
tlsx,3,3,1,3,7
tls_cert,3,3,1,3,7
tls_cert_1,3,3,1,3,7
tls_fingerprint,3,3,1,3,7
tool-checker,3,3,1,3,7
tool-responses,3,3,1,3,7
tool-runner,3,3,1,3,7
tools,3,3,1,3,7
tool_bridge,3,3,1,3,7
tool_browser,3,3,1,3,7
tool_chains,3,3,1,3,7
tool_health,3,3,1,3,7
tool_installer,3,3,1,3,7
tool_lessons,3,3,1,3,7
tool_registry,3,3,1,3,7
tool_result,3,3,1,3,7
tool_schemas,3,3,1,3,7
tool_versions,1,1,1,1,9
traffic_commands,3,3,1,3,7
traffic_view,3,3,1,3,7
train-archnet,1,1,1,1,9
training-data-2025-12-24T03-29-17-267Z,1,1,1,1,9
training-data-2025-12-24T03-31-48-760Z,1,1,1,1,9
training-data-2025-12-24T04-13-25-236Z,1,1,1,1,9
training-data-2025-12-24T04-32-35-147Z,1,1,1,1,9
training-data-2025-12-24T04-43-48-405Z,1,1,1,1,9
transform,3,3,1,3,7
transform_test,3,3,1,3,7
transparentbanner,1,1,1,1,9
triage,1,1,1,1,9
triage-results,1,1,1,1,9
triage-rubric,1,1,1,1,9
triage-summary,1,1,1,1,9
triage_sample,3,3,1,3,7
tshark,1,1,1,1,9
tshark_engine,3,3,1,3,7
txt,3,3,1,3,7
txt_1,3,3,1,3,7
type,3,3,1,3,7
types_1,3,3,1,3,7
types_2,3,3,1,3,7
types_6,3,3,1,3,7
types_9,3,3,1,3,7
unauthed-findings,1,1,1,1,9
unauthed-findings_1,1,1,1,1,9
url,3,3,1,3,7
urlscan_2,3,3,1,3,7
uv_1,1,1,1,1,9
validate_2,3,3,1,3,7
validator,3,3,1,3,7
vars,3,3,1,3,7
vault,3,3,1,3,7
version,3,3,1,3,7
viewport,1,1,1,1,9
virtual-host-enumeration,3,3,1,3,7
virustotal,3,3,1,3,7
virustotal_1,3,3,1,3,7
virustotal_3,3,3,1,3,7
viz,3,3,1,3,7
vuln-hypothesizer,1,1,1,1,9
vuln-scanner,1,1,1,1,9
vuln-ssrf,1,1,1,1,9
vuln-ssrf_2,1,1,1,1,9
vulnerability_concepts,1,1,1,1,9
vuln_analysis,1,1,1,1,9
waybackarchive,3,3,1,3,7
waybackurls_2,1,1,1,1,9
wayback_1,3,3,1,3,7
waymore,3,3,1,3,7
web,5,5,3,5,5
web-app-quick,1,1,1,1,9
web-hunter,1,1,1,1,9
webhook-reporter,3,3,1,3,7
webshell-management,1,1,1,1,9
websocket,3,3,1,3,7
web_agent,3,3,1,3,7
web_assets,1,1,1,1,9
web_cache_deception,3,3,1,3,7
web_enum,3,3,1,3,7
web_pipeline,3,3,1,3,7
web_recon,1,1,1,1,9
whoisxmlapi,3,3,1,3,7
whois_lookup,3,3,1,3,7
wildcard_detector,3,3,1,3,7
windvane,3,3,1,3,7
wireless-pentester,1,1,1,1,9
workflow_builder,3,3,1,3,7
workflow_definitions,3,3,1,3,7
workflow_planner,3,3,1,3,7
workflow_player,3,3,1,3,7
workflow_recorder,3,3,1,3,7
workflow_templates,3,3,1,3,7
workspaces_1,3,3,1,3,7
world-model,1,1,1,1,9
WorldModel,3,3,1,3,7
WorldModeltest,3,3,1,3,7
xbow-performance-comparison,1,1,1,1,9
xss,1,1,1,1,9
xss-validator-agent,3,3,1,3,7
xss_fuzz,3,3,1,3,7
xss_scan,1,1,1,1,9
zetalytics,3,3,1,3,7
zoomeyeapi,3,3,1,3,7
zoomeye_search,1,1,1,1,9
_11,1,1,1,1,9
_12,1,1,1,1,9
_15,1,1,1,1,9
_scope-guard,1,1,1,1,9
__init___105,3,3,1,3,7
__init___106,3,3,1,3,7
__init___107,3,3,1,3,7
__init___117,3,3,1,3,7
__init___121,3,3,1,3,7
__init___122,3,3,1,3,7
__init___129,3,3,1,3,7
__init___135,3,3,1,3,7
__init___148,3,3,1,3,7
__init___149,3,3,1,3,7
__init___156,3,3,1,3,7
__init___218,3,3,1,3,7
__init___30,3,3,1,3,7
__init___33,3,3,1,3,7
__init___35,3,3,1,3,7
__init___36,3,3,1,3,7
__init___37,3,3,1,3,7
__init___54,3,3,1,3,7
__main___1,3,3,1,3,7
vuln-authz_1,1,1,1,1,9
vuln-auth_1,1,1,1,1,9
vuln-injection_1,1,1,1,1,9
exploit,3,3,1,3,7
exploit-injection_2,1,1,1,1,9
vulns,5,5,3,5,5
vuln_correlator,3,3,1,3,7
vuln_pipeline,3,3,1,3,7
vuln_scanner_agent,3,3,1,3,7
API,1,1,1,1,9
INSTALL,1,1,1,1,9
sqlmap,1,1,1,1,9
summary,1,1,1,1,9
