Repository,Original Source,Wrapper Only,YAML Only,Audit File,Missing Executable,Estimated Integration %
eino_single_agent,False,True,False,False,True,20%
eino_single_runner,False,True,False,False,True,20%
eino_skills,False,True,False,False,True,20%
eino_sse_sanitizer,False,True,False,False,True,20%
eino_sse_sanitizer_test,False,True,False,False,True,20%
eino_summarize,False,True,False,False,True,20%
eino_summarize_test,False,True,False,False,True,20%
eino_test,False,True,False,False,True,20%
eino_tool_name_injection,False,True,False,False,True,20%
eino_transient_retry,False,True,False,False,True,20%
eino_transient_retry_test,False,True,False,False,True,20%
email,False,True,False,False,True,35%
email-osint-agent,False,False,True,False,True,15%
embedding,False,True,False,False,True,20%
employees,False,True,False,False,True,35%
en-US,False,True,False,False,True,35%
endpoint_classifier,False,True,False,False,True,20%
engagement-planning,False,True,False,False,True,20%
engine,False,True,False,False,True,35%
engineapi,False,True,False,False,True,35%
engineapi_test,False,True,False,False,True,20%
engine_1,False,True,False,False,True,35%
enhanced-report,False,True,False,False,True,20%
entrypoint_1,False,True,False,False,True,20%
enum4linux,False,True,False,False,True,20%
enumerate,False,True,False,False,True,35%
enumerate_test,False,True,False,False,True,35%
envexpand,False,True,False,False,True,20%
envexpand_test,False,True,False,False,True,20%
env_1,False,True,False,False,True,20%
env_2,False,True,False,False,True,20%
env_4,False,True,False,False,True,20%
epistemic-reasoning,False,True,False,False,True,35%
EQBSL-Primer,False,True,False,False,True,20%
error,False,True,False,False,True,20%
error-formatter,False,True,False,False,True,20%
error-handling,False,True,False,False,True,20%
ErrorPatternAnalyzertest,False,True,False,False,True,20%
errors,False,True,False,False,True,20%
eslintconfig,False,True,False,False,True,20%
evaluator,False,True,False,False,True,35%
events,False,True,False,False,True,35%
events_1,False,True,False,False,True,20%
EVIDENCE,False,True,False,False,True,35%
evidence-graph,False,True,False,False,True,35%
evidence-normalizers,False,True,False,False,True,35%
EvidenceCommand,False,True,False,False,True,20%
example-blackbox-config,False,True,False,False,True,35%
example-config,False,True,False,False,True,35%
example-config_1,False,True,False,False,True,35%
example-detection-rule,False,True,False,False,True,35%
example-engagement-plan,False,True,False,False,True,35%
example-nmap-analysis,False,True,False,False,True,35%
example-report-excerpt,False,True,False,False,True,20%
example_sqlmap,False,True,False,False,True,20%
example_sqlmap_1,False,True,False,False,True,20%
execute-python-script,False,True,False,False,True,20%
execution,False,True,False,False,True,20%
execution-log,False,True,False,False,True,35%
execution-runner,False,True,False,False,True,20%
execution_view,False,True,False,False,True,35%
executor,False,True,False,False,True,35%
executor_2,False,True,False,False,True,20%
executor_helpers,False,True,False,False,True,35%
exif_metadata,False,True,False,False,True,35%
explanation_engine,False,True,False,False,True,35%
exploit-chainer,False,False,True,False,True,15%
exploit-guide,False,False,True,False,True,15%
exploit-ssrf,False,False,True,False,True,15%
exploit-ssrf_2,False,False,True,False,True,15%
exporter,False,True,False,False,True,35%
exposure_classifier,False,True,False,False,True,35%
exposure_prioritizer,False,True,False,False,True,20%
express-scaffold,False,True,False,False,True,20%
external-recon,False,True,False,False,True,35%
external_manager,False,True,False,False,True,20%
external_manager_test,False,True,False,False,True,20%
external_mcp,False,True,False,False,True,20%
external_mcp_test,False,True,False,False,True,20%
extractor,False,True,False,False,True,35%
extract_cookie,False,True,False,False,True,20%
eyewitness,False,True,False,False,True,20%
facebook,False,True,False,False,True,20%
falco,False,True,False,False,True,20%
false_positive_filter,False,True,False,False,True,35%
fastapi-scaffold,False,True,False,False,True,35%
feature,False,True,False,False,True,20%
feature-collector,False,True,False,False,True,20%
feature_2,False,True,False,False,True,20%
feature_request,False,True,False,False,True,20%
feature_request_3,False,True,False,False,True,35%
feroxbuster,False,True,False,False,True,20%
ffuf,False,True,False,False,True,20%
ffuf_2,False,True,False,False,True,35%
ffuf_tool,False,True,False,False,True,20%
fierce,False,True,False,False,True,35%
fierce_tool,False,True,False,False,True,35%
file,False,True,False,False,True,35%
file-io,False,True,False,False,True,20%
file-operations,False,True,False,False,True,20%
files,False,True,False,False,True,35%
file_upload_validation,False,True,False,False,True,35%
filter,False,True,False,False,True,35%
filternet-bayes,False,True,False,False,True,35%
find,False,True,False,False,True,35%
findings,False,False,True,False,True,15%
findings_1,False,True,False,False,True,20%
findings_db,False,True,False,False,True,35%
findomain,False,True,False,False,True,35%
findsubdomains,False,True,False,False,True,35%
fingerprinting,False,True,False,False,True,35%
fingerprints,False,True,False,False,True,35%
fingerprint_correlator,False,True,False,False,True,20%
fofa,False,True,False,False,True,35%
fofa_2,False,True,False,False,True,35%
fofa_search,False,True,False,False,True,35%
forced_error,False,True,False,False,True,20%
forensics-analyst,False,True,False,False,True,35%
fork-philosophy,False,True,False,False,True,35%
formatting,False,True,False,False,True,20%
fping_tool,False,True,False,False,True,20%
fqdn,False,True,False,False,True,35%
fqdn_endpoint,False,True,False,False,True,35%
fqdn_lookup,False,True,False,False,True,35%
frontend-i18n,False,True,False,False,True,20%
frontmatter,False,True,False,False,True,20%
fullhunt,False,True,False,False,True,35%
full_v0,False,True,False,False,True,35%
full_v1,False,True,False,False,True,35%
full_v2,False,True,False,False,True,35%
functional,False,True,False,False,True,20%
FUNDING_1,False,True,False,False,True,35%
fuzzy,False,True,False,False,True,35%
fuzz_wordlist,False,True,False,False,True,35%
gau,False,True,False,False,True,35%
gau_2,False,True,False,False,True,35%
gemini,False,True,False,False,True,20%
gemini_api,False,True,False,False,True,20%
generate-totp,False,True,False,False,True,20%
generator,False,True,False,False,True,20%
generatorcpython-313,False,True,False,False,True,20%
get-arch,False,True,False,False,True,20%
getting-started,False,True,False,False,True,20%
gexf,False,True,False,False,True,35%
gexf_test,False,True,False,False,True,35%
ghost-traffic,False,True,False,False,True,20%
ghost-traffictest,False,True,False,False,True,20%
git-manager,False,True,False,False,True,20%
gitbook,False,True,False,False,True,20%
github,False,True,False,False,True,35%
github_subdomains,False,True,False,False,True,35%
gitlab,False,True,False,False,True,35%
gleif,False,True,False,False,True,35%
gleif_1,False,True,False,False,True,35%
glob,False,True,False,False,True,20%
global,False,True,False,False,True,35%
gobuster,False,True,False,False,True,35%
gobuster_2,False,True,False,False,True,35%
gobuster_tool,False,True,False,False,True,35%
goreleaser,False,True,False,False,True,35%
goreleaser_1,False,True,False,False,True,35%
gospider,False,True,False,False,True,35%
gosum,False,True,False,False,True,20%
go_1,False,True,False,False,True,35%
go_4,False,True,False,False,True,35%
gpt4all_api,False,True,False,False,True,20%
graph,False,True,False,False,True,35%
graphdb,False,True,False,False,True,35%
graphdb_test,False,True,False,False,True,35%
graphql,False,True,False,False,True,20%
graphql-scanner,False,True,False,False,True,20%
graphql_introspection,False,True,False,False,True,20%
graphql_scan,False,True,False,False,True,20%
graphql_tool,False,True,False,False,True,20%
grepapp,False,True,False,False,True,35%
ground-truth-agent,False,True,False,False,True,20%
ground-truth-validator,False,True,False,False,True,20%
group,False,True,False,False,True,20%
guided,False,True,False,False,True,35%
guided_recon,False,True,False,False,True,35%
guided_recon_1,False,True,False,False,True,35%
guided_recon_121,False,True,False,False,True,35%
guided_recon_122,False,True,False,False,True,35%
guided_view,False,True,False,False,True,35%
hackertarget,False,True,False,False,True,20%
hackertarget_1,False,True,False,False,True,35%
hackertarget_3,False,True,False,False,True,35%
hakrawler,False,True,False,False,True,35%
hakrawler_tool,False,True,False,False,True,35%
handlers,False,True,False,False,True,35%
harness,False,True,False,False,True,20%
hashpump,False,True,False,False,True,20%
headers,False,True,False,False,True,35%
headers_inject,False,True,False,False,True,20%
header_checker,False,True,False,False,True,35%
health-monitor,False,True,False,False,True,20%
hexstrike-ai-mcp,False,True,False,False,True,20%
hexstrike_mcp,False,True,False,False,True,35%
hexstrike_server,False,True,False,False,True,35%
hidden_discovery,False,True,False,False,True,20%
hitl,False,True,False,False,True,20%
hitl_context,False,True,False,False,True,20%
hitl_middleware,False,True,False,False,True,20%
holder,False,True,False,False,True,20%
host_header_reset_poisoning,False,True,False,False,True,20%
HTB_challenge_Template,False,True,False,False,True,20%
http,False,True,False,False,True,35%
http-framework-test,False,True,False,False,True,35%
httpbinorg__20260515_233823,False,True,False,False,True,35%
HttpMessageFormatter,False,True,False,False,True,20%
HTTPMethodAnalyzertest,False,True,False,False,True,20%
httpx,False,True,False,False,True,35%
httpx_tool,False,True,False,False,True,35%
http_clients,False,True,False,False,True,35%
http_extractor,False,True,False,False,True,20%
http_headers,False,True,False,False,True,20%
http_test,False,True,False,False,True,35%
hudsonrock,False,True,False,False,True,35%
hunterio,False,True,False,False,True,35%
i18n,False,True,False,False,True,35%
idor_authenticated,False,True,False,False,True,20%
idor_authz_differential,False,True,False,False,True,20%
idor_sequential,False,True,False,False,True,35%
impact-exfiltration,False,True,False,False,True,20%
index,False,True,False,False,True,20%
indexer,False,True,False,False,True,20%
index_1,False,True,False,False,True,35%
index_10,False,True,False,False,True,20%
index_11,False,True,False,False,True,35%
index_12,False,True,False,False,True,20%
index_13,False,True,False,False,True,20%
index_14,False,True,False,False,True,20%
index_15,False,True,False,False,True,20%
index_16,False,True,False,False,True,20%
index_17,False,True,False,False,True,20%
index_2,False,True,False,False,True,20%
index_3,False,True,False,False,True,20%
index_4,False,True,False,False,True,35%
index_5,False,False,True,False,True,15%
index_6,False,True,False,False,True,20%
index_7,False,True,False,False,True,20%
index_8,False,True,False,False,True,35%
index_9,False,True,False,False,True,20%
index_pipeline_test,False,True,False,False,True,20%
inference,False,True,False,False,True,20%
inferencetest,False,True,False,False,True,20%
info-collect,False,True,False,False,True,35%
infrastructure_view,False,True,False,False,True,35%
ini,False,True,False,False,True,35%
initialize,False,True,False,False,True,35%
input-validator,False,True,False,False,True,20%
inputFiles,False,True,False,False,True,20%
install,False,True,False,False,True,35%
install-git-hooks,False,True,False,False,True,20%
install-python-package,False,True,False,False,True,20%
installation,False,True,False,False,True,35%
install_1,False,True,False,False,True,20%
INSTALL_2,False,True,False,False,True,20%
install_4,False,True,False,False,True,35%
install_planner,False,True,False,False,True,20%
install_preferences,False,True,False,False,True,20%
install_wizard,False,True,False,False,True,35%
integration,False,True,False,False,True,35%
intelligence_concepts,False,True,False,False,True,35%
intelligence_pipeline,False,True,False,False,True,35%
intelx,False,True,False,False,True,35%
interactive,False,True,False,False,True,35%
interrupt,False,True,False,False,True,20%
introduction,False,True,False,False,True,35%
ipaddr,False,True,False,False,True,35%
ipaddr_endpoint,False,True,False,False,True,35%
ipnet,False,True,False,False,True,35%
ipverse,False,True,False,False,True,35%
ip_netblock,False,True,False,False,True,35%
issue-report,False,True,False,False,True,35%
issue_importer,False,True,False,False,True,20%
jaeles,False,True,False,False,True,20%
jarm,False,True,False,False,True,35%
jina,False,True,False,False,True,20%
js-analysis,False,True,False,False,True,20%
jsluice_patterns,False,True,False,False,True,35%
js_analyzer,False,True,False,False,True,35%
juice-shop,False,True,False,False,True,35%
juiceshop,False,True,False,False,True,20%
junit_xml,False,True,False,False,True,20%
jwt_jku_x5u_ssrf,False,True,False,False,True,20%
katana,False,True,False,False,True,35%
katana_2,False,True,False,False,True,35%
katana_tool,False,True,False,False,True,35%
Keygraph_Button,False,True,False,False,True,20%
kiterunner,False,True,False,False,True,35%
kiterunner_tool,False,True,False,False,True,35%
knowledge,False,True,False,False,True,20%
knowledge-base,False,True,False,False,True,35%
knowledgejs,False,True,False,False,True,20%
knowledge_base,False,True,False,False,True,20%
knowledge_base_1,False,True,False,False,True,35%
known_fqdn,False,True,False,False,True,35%
kubernetes_analyzer,False,True,False,False,True,35%
langfuse,False,True,False,False,True,20%
lark,False,True,False,False,True,20%
lateral-movement,False,True,False,False,True,20%
layout,False,True,False,False,True,20%
ldap-search,False,True,False,False,True,20%
ldap_injection,False,True,False,False,True,20%
leaked_credentials,False,True,False,False,True,35%
leakix,False,True,False,False,True,35%
leakix_2,False,True,False,False,True,35%
learning_mode,False,True,False,False,True,35%
ledger,False,True,False,False,True,35%
legacy,False,True,False,False,True,20%
LegacyPentestRunner,False,True,False,False,True,35%
lei_record,False,True,False,False,True,35%
lfi_wordlist,False,True,False,False,True,20%
libc-database,False,True,False,False,True,20%
library,False,True,False,False,True,20%
LICENSE,False,True,False,False,True,20%
LICENSE_1,False,True,False,False,True,20%
LICENSE_10,False,True,False,False,True,20%
LICENSE_12,False,True,False,False,True,20%
LICENSE_13,False,True,False,False,True,20%
LICENSE_14,False,True,False,False,True,35%
LICENSE_2,False,True,False,False,True,20%
LICENSE_3,False,True,False,False,True,35%
LICENSE_4,False,True,False,False,True,20%
LICENSE_6,False,True,False,False,True,20%
LICENSE_7,False,True,False,False,True,20%
LICENSE_9,False,True,False,False,True,20%
linkedin,False,True,False,False,True,35%
linpeas,False,True,False,False,True,20%
lint,False,True,False,False,True,20%
lint_python,False,True,False,False,True,20%
listener,False,True,False,False,True,35%
listener_http,False,True,False,False,True,35%
listener_tcp,False,True,False,False,True,20%
listener_websocket,False,True,False,False,True,20%
live_capture,False,True,False,False,True,35%
llm,False,True,False,False,True,20%
llm-analysis,False,True,False,False,True,20%
llm-analyzer,False,True,False,False,True,35%
llm-app-redteam,False,True,False,False,True,20%
llm-client,False,True,False,False,True,20%
llm-clienttest,False,True,False,False,True,20%
llm-clienttest_1,False,True,False,False,True,20%
llm-client_1,False,True,False,False,True,20%
llm-redteam,False,True,False,False,True,35%
llm_analysis,False,True,False,False,True,20%
llm_api,False,True,False,False,True,20%
load,False,True,False,False,True,35%
loader_1,False,True,False,False,True,20%
LOCAL-SETUP,False,True,False,False,True,20%
local-source-generator,False,True,False,False,True,35%
location,False,True,False,False,True,35%
locations,False,True,False,False,True,35%
location_1,False,True,False,False,True,35%
log,False,True,False,False,True,35%
log-stream,False,True,False,False,True,20%
logger,False,True,False,False,True,20%
loggercpython-313,False,True,False,False,True,20%
logger_1,False,True,False,False,True,20%
logger_2,False,True,False,False,True,20%
login-instructions,False,True,False,False,True,20%
login-instructions_1,False,True,False,False,True,20%
logo,False,True,False,False,True,20%
logo_1,False,True,False,False,True,35%
logs,False,True,False,False,True,35%
lookup-sid,False,True,False,False,True,20%
main,False,True,False,False,True,20%
main_1,False,True,False,False,True,35%
main_10,False,True,False,False,True,35%
main_11,False,True,False,False,True,35%
main_12,False,True,False,False,True,20%
main_14,False,True,False,False,True,20%
main_15,False,True,False,False,True,20%
main_17,False,True,False,False,True,35%
main_18,False,True,False,False,True,35%
main_2,False,True,False,False,True,35%
main_3,False,True,False,False,True,35%
main_4,False,True,False,False,True,35%
main_5,False,True,False,False,True,35%
main_6,False,True,False,False,True,35%
main_7,False,True,False,False,True,35%
main_8,False,True,False,False,True,35%
main_9,False,True,False,False,True,35%
main_server_http_redirect,False,True,False,False,True,20%
main_server_http_redirect_test,False,True,False,False,True,20%
main_server_tls,False,True,False,False,True,35%
Makefile_2,False,True,False,False,True,20%
Makefile_3,False,True,False,False,True,35%
malicious,False,True,False,False,True,20%
maltego,False,True,False,False,True,35%
malware-analyst,False,True,False,False,True,35%
manager_1,False,True,False,False,True,35%
manager_2,False,True,False,False,True,20%
mapcidr,False,True,False,False,True,35%
mapping,False,True,False,False,True,20%
markdown,False,True,False,False,True,20%
MarkdownRenderer,False,True,False,False,True,35%
markdown_agents,False,True,False,False,True,20%
markdown_orchestrator_test,False,True,False,False,True,20%
markers,False,True,False,False,True,35%
marketplace,False,True,False,False,True,35%
masscan,False,True,False,False,True,20%
masscan_2,False,True,False,False,True,20%
massdns,False,True,False,False,True,35%
massdns_tool,False,True,False,False,True,35%
mass_assignment,False,True,False,False,True,20%
match,False,True,False,False,True,35%
mcp,False,True,False,False,True,20%
mcp-management,False,True,False,False,True,35%
mcp-stdio2,False,True,False,False,True,35%
mcp_client,False,True,False,False,True,20%
mcp_manager,False,True,False,False,True,20%
mcp_pent_claude_agent,False,True,False,False,True,20%
mcp_reverse_shell,False,True,False,False,True,20%
mcp_setup,False,True,False,False,True,20%
mcp_tools,False,True,False,False,True,20%
mcp_tools_test,False,True,False,False,True,20%
memory,False,True,False,False,True,20%
memory_compressor,False,True,False,False,True,20%
menu,False,True,False,False,True,35%
merklemap,False,True,False,False,True,35%
message-handlers,False,True,False,False,True,20%
meta,False,True,False,False,True,35%
meta-cognition,False,True,False,False,True,20%
metadata,False,False,True,False,True,15%
metasploit-agent,False,True,False,False,True,35%
methodology_engine,False,True,False,False,True,35%
metrics,False,True,False,False,True,20%
metrics-tracker,False,True,False,False,True,20%
metrics_1,False,True,False,False,True,20%
mobile_agent,False,True,False,False,True,20%
mock_pipelinetest,False,True,False,False,True,20%
model-registry,False,True,False,False,True,20%
ModelCommand,False,True,False,False,True,35%
models,False,True,False,False,True,20%
models_1,False,True,False,False,True,20%
models_2,False,True,False,False,True,35%
models_5,False,True,False,False,True,20%
model_manager,False,True,False,False,True,20%
modes,False,True,False,False,True,35%
MODS,False,True,False,False,True,35%
module_import,False,True,False,False,True,20%
monitor,False,True,False,False,True,35%
monitor_1,False,True,False,False,True,20%
MSSQLInjection,False,True,False,False,True,35%
multi_agent,False,True,False,False,True,20%
MULTI_AGENT_EINO,False,True,False,False,True,20%
multi_agent_prepare,False,True,False,False,True,20%
naabu,False,True,False,False,True,20%
naabu_tool,False,True,False,False,True,35%
namelist,False,True,False,False,True,35%
navigator,False,True,False,False,True,20%
nbtscan,False,True,False,False,True,20%
netblock,False,True,False,False,True,35%
netblock_1,False,True,False,False,True,35%
netdiscover_tool,False,True,False,False,True,20%
netexec,False,True,False,False,True,20%
netlas,False,True,False,False,True,35%
network-recon,False,True,False,False,True,35%
networks,False,True,False,False,True,35%
network_discovery,False,True,False,False,True,20%
nextjs_rsc_rce,False,True,False,False,True,35%
next_step_predictor,False,True,False,False,True,35%
nikto_2,False,True,False,False,True,35%
nikto_tool,False,True,False,False,True,20%
nmap-ajp,False,True,False,False,True,20%
nmap-cassandra,False,True,False,False,True,20%
nmap-cups,False,True,False,False,True,20%
nmap-dns,False,True,False,False,True,35%
nmap-finger,False,True,False,False,True,20%
nmap-ftp,False,True,False,False,True,20%
nmap-http,False,True,False,False,True,20%
nmap-imap,False,True,False,False,True,20%
nmap-irc,False,True,False,False,True,20%
nmap-kerberos,False,True,False,False,True,20%
nmap-ldap,False,True,False,False,True,20%
nmap-mongodb,False,True,False,False,True,20%
nmap-mountd,False,True,False,False,True,20%
nmap-msrpc,False,True,False,False,True,20%
nmap-mssql,False,True,False,False,True,20%
nmap-multicast-dns,False,True,False,False,True,35%
nmap-mysql,False,True,False,False,True,20%
nmap-nfs,False,True,False,False,True,20%
nmap-nntp,False,True,False,False,True,20%
nmap-ntp,False,True,False,False,True,20%
nmap-oracle,False,True,False,False,True,20%
nmap-pop3,False,True,False,False,True,20%
nmap-rdp,False,True,False,False,True,20%
nmap-redis,False,True,False,False,True,20%
nmap-rmi,False,True,False,False,True,20%
nmap-rsync,False,True,False,False,True,20%
nmap-sip,False,True,False,False,True,20%
nmap-smb,False,True,False,False,True,20%
nmap-smtp,False,True,False,False,True,20%
nmap-snmp,False,True,False,False,True,20%
nmap-ssh,False,True,False,False,True,20%
nmap-telnet,False,True,False,False,True,20%
nmap-tftp,False,True,False,False,True,20%
nmap-vnc,False,True,False,False,True,20%
nmap_tool_1,False,True,False,False,True,20%
normalization,False,True,False,False,True,35%
normalize_streaming_delta_test,False,True,False,False,True,20%
normalize_streaming_eof_test,False,True,False,False,True,20%
nosql_fuzz,False,True,False,False,True,35%
notifications,False,True,False,False,True,20%
notify,False,True,False,False,True,35%
no_nested_task,False,True,False,False,True,20%
nuclei,False,True,False,False,True,35%
nuclei-agent,False,True,False,False,True,20%
nuclei-template-sha,False,True,False,False,True,20%
nuclei_2,False,True,False,False,True,35%
nuclei_tool,False,True,False,False,True,35%
oauth_pkce_downgrade,False,True,False,False,True,35%
ollama,False,True,False,False,True,35%
ollama_api,False,True,False,False,True,20%
one-gadget,False,True,False,False,True,20%
onesixtyone,False,True,False,False,True,20%
onyphe,False,True,False,False,True,35%
openai,False,True,False,False,True,35%
openapi,False,True,False,False,True,20%
openapi-discovery-agent,False,True,False,False,True,20%
openapi_i18n,False,True,False,False,True,20%
openapi_parser,False,True,False,False,True,20%
open_ai,False,True,False,False,True,20%
operations_center,False,True,False,False,True,35%
opsec-anonymizer,False,True,False,False,True,35%
opsec-evasion,False,True,False,False,True,20%
options,False,True,False,False,True,20%
options_2,False,True,False,False,True,35%
oracle-odat,False,True,False,False,True,20%
oracle-patator,False,True,False,False,True,20%
oracle-scanner,False,True,False,False,True,20%
oracle-tnscmd,False,True,False,False,True,20%
OracleSQLInjection,False,True,False,False,True,35%
orchestrator,False,False,True,False,True,15%
orchestrator-plan-execute,False,True,False,False,True,20%
orchestrator-supervisor,False,True,False,False,True,20%
orchestratortest,False,True,False,False,True,20%
orchestrator_instruction,False,True,False,False,True,20%
org,False,True,False,False,True,35%
orgs,False,True,False,False,True,35%
org_1,False,True,False,False,True,35%
org_lei,False,True,False,False,True,35%
orphan_tool_pruner_middleware,False,True,False,False,True,20%
orphan_tool_pruner_middleware_test,False,True,False,False,True,20%
osint-collector,False,False,True,False,True,15%
osrframework,False,True,False,False,True,20%
otel,False,True,False,False,True,20%
outputter,False,True,False,False,True,35%
output_parser,False,True,False,False,True,20%
package,False,True,False,False,True,20%
package-lock,False,True,False,False,True,35%
package-lock_1,False,True,False,False,True,20%
package_1,False,True,False,False,True,20%
package_2,False,True,False,False,True,20%
package_4,False,True,False,False,True,20%
package_5,False,True,False,False,True,20%
parallel,False,True,False,False,True,35%
parallel_scans,False,True,False,False,True,20%
parameter_discovery,False,True,False,False,True,20%
parameter_mapper,False,True,False,False,True,20%
paramspider,False,True,False,False,True,35%
parse,False,True,False,False,True,35%
parsers,False,True,False,False,True,35%
parser_mixin,False,True,False,False,True,35%
parse_test,False,True,False,False,True,35%
passive,False,True,False,False,True,35%
passivetotal,False,True,False,False,True,35%
passive_recon,False,True,False,False,True,35%
password_reset_weak,False,True,False,False,True,20%
paths,False,True,False,False,True,20%
paths_1,False,True,False,False,True,20%
path_traversal,False,True,False,False,True,20%
payload-crafter,False,True,False,False,True,35%
payload_builder,False,True,False,False,True,20%
pcap_parser,False,True,False,False,True,35%
penetration,False,True,False,False,True,20%
pentest-ai,False,True,False,False,True,20%
pentest-mcp-server,False,True,False,False,True,35%
PentestGPT-720WebShareName,False,True,False,False,True,35%
PentestGPT_design,False,True,False,False,True,20%
pentestGPT_HTB_phonebook_failed,False,True,False,False,True,20%
pentestGPT_log_HTB_Precious,False,True,False,False,True,20%
pentesting,False,True,False,False,True,20%
pentest_agent,False,True,False,False,True,20%
pentest_gpt,False,True,False,False,True,20%
pentest_gpt_rebuilt,False,True,False,False,True,20%
pent_claude_agent_config,False,True,False,False,True,20%
permutations_list,False,True,False,False,True,35%
permutations_list_short,False,True,False,False,True,35%
perplexity,False,True,False,False,True,20%
persistence-maintenance,False,True,False,False,True,20%
persistencetest,False,True,False,False,True,20%
phishing-operator,False,True,False,False,True,35%
pipeline,False,False,True,False,True,15%
pipelines,False,True,False,False,True,35%
pipeline_engine,False,True,False,False,True,35%
planner,False,True,False,False,True,35%
plan_execute_executor,False,True,False,False,True,20%
plan_execute_steps_cap,False,True,False,False,True,20%
plan_execute_steps_cap_test,False,True,False,False,True,20%
plan_execute_text,False,True,False,False,True,20%
plan_execute_text_test,False,True,False,False,True,20%
playbook,False,True,False,False,True,20%
playwright-config-writer,False,True,False,False,True,20%
plugin,False,True,False,False,True,35%
plugin_1,False,True,False,False,True,35%
plugin_10,False,True,False,False,True,35%
plugin_11,False,True,False,False,True,35%
plugin_12,False,True,False,False,True,20%
plugin_2,False,True,False,False,True,35%
plugin_3,False,True,False,False,True,35%
plugin_4,False,True,False,False,True,35%
plugin_5,False,True,False,False,True,35%
plugin_6,False,True,False,False,True,35%
plugin_7,False,True,False,False,True,35%
plugin_8,False,True,False,False,True,35%
plugin_center,False,True,False,False,True,20%
plugin_loader,False,True,False,False,True,20%
plugin_loader_1,False,True,False,False,True,20%
plugin_manager,False,True,False,False,True,20%
pnpm-workspace,False,True,False,False,True,20%
poc_agent,False,True,False,False,True,20%
pom,False,True,False,False,True,20%
portscan,False,True,False,False,True,35%
portscan-all-tcp-ports,False,True,False,False,True,20%
portscan-guess-tcp-ports,False,True,False,False,True,20%
portscan-top-100-udp-ports,False,True,False,False,True,20%
portscan-top-tcp-ports,False,True,False,False,True,20%
port_prioritizer,False,True,False,False,True,35%
PostgreSQLInjection,False,True,False,False,True,35%
postman_parser,False,True,False,False,True,20%
pre-commit-config,False,True,False,False,True,20%
pre-commit-config_1,False,True,False,False,True,20%
pre-recon,False,True,False,False,True,35%
pre-recon-code_2,False,True,False,False,True,20%
pre-recon-code_3,False,True,False,False,True,20%
preflight,False,True,False,False,True,35%
preflight-check,False,True,False,False,True,35%
print,False,True,False,False,True,35%
PRIVACY,False,True,False,False,True,35%
privilege-escalation,False,True,False,False,True,20%
privilege_escalation_patch,False,True,False,False,True,20%
probes,False,True,False,False,True,20%
process,False,True,False,False,True,35%
process_registry,False,True,False,False,True,20%
production,False,True,False,False,True,20%
profundis,False,True,False,False,True,35%
progress-indicator,False,True,False,False,True,20%
progress-manager,False,True,False,False,True,20%
project_manager,False,True,False,False,True,20%
prompt-manager,False,True,False,False,True,20%
prompts,False,True,False,False,True,35%
prompt_class_v1,False,True,False,False,True,20%
prompt_class_v2,False,True,False,False,True,20%
prompt_select,False,True,False,False,True,20%
prospeo,False,True,False,False,True,35%
protocol_detector,False,True,False,False,True,35%
prototype_pollution,False,True,False,False,True,20%
proxy_controller,False,True,False,False,True,35%
pseudo-source-builder,False,True,False,False,True,35%
ptt_reasoning,False,True,False,False,True,20%
pugrecon,False,True,False,False,True,35%
PULL_REQUEST_TEMPLATE,False,True,False,False,True,20%
PULL_REQUEST_TEMPLATE_2,False,True,False,False,True,35%
puredns,False,True,False,False,True,35%
puredns_tool,False,True,False,False,True,35%
pure_go,False,True,False,False,True,35%
pwninit,False,True,False,False,True,20%
pyproject,False,True,False,False,True,20%
pyproject_2,False,True,False,False,True,35%
pyproject_4,False,True,False,False,True,20%
pyproject_5,False,True,False,False,True,20%
pyshark_engine,False,True,False,False,True,35%
pythonorg_headers_20241216_000049,False,True,False,False,True,35%
pythonorg_subdomains_20241215_235829,False,True,False,False,True,35%
quake,False,True,False,False,True,35%
quake_search,False,True,False,False,True,20%
queue,False,True,False,False,True,20%
queue-validator,False,True,False,False,True,20%
quick_action_bar,False,True,False,False,True,35%
race_condition,False,True,False,False,True,20%
radare2,False,True,False,False,True,20%
ranger,False,True,False,False,True,35%
rapiddns,False,True,False,False,True,35%
rapiddns_2,False,True,False,False,True,35%
ratelimit_test,False,True,False,False,True,35%
rdap,False,True,False,False,True,35%
reactive-verifier,False,True,False,False,True,20%
README,False,True,False,False,True,35%
READMEzh-CN,False,True,False,False,True,20%
README_1,False,True,False,False,True,35%
README_10,False,True,False,False,True,20%
README_11,False,True,False,False,True,20%
README_12,False,True,False,False,True,20%
README_13,False,True,False,False,True,20%
README_14,False,True,False,False,True,20%
README_15,False,True,False,False,True,20%
README_16,False,True,False,False,True,20%
README_17,False,True,False,False,True,35%
README_18,False,True,False,False,True,35%
README_2,False,True,False,False,True,35%
README_20,False,True,False,False,True,35%
README_23,False,True,False,False,True,20%
README_24,False,True,False,False,True,20%
README_25,False,True,False,False,True,20%
README_26,False,True,False,False,True,20%
README_27,False,True,False,False,True,35%
README_3,False,True,False,False,True,35%
README_31,False,True,False,False,True,20%
README_32,False,True,False,False,True,20%
README_33,False,True,False,False,True,20%
README_34,False,True,False,False,True,20%
README_35,False,True,False,False,True,20%
README_36,False,True,False,False,True,20%
README_38,False,True,False,False,True,20%
README_39,False,True,False,False,True,35%
README_4,False,True,False,False,True,35%
README_40,False,True,False,False,True,20%
README_41,False,True,False,False,True,35%
