Plugin,Category,Repository,FileCount,Status,Notes
handlers,recon,handlers,5,STUB,Placeholder code detected
harness,recon,harness,2,STUB,Placeholder code detected
hashpump,recon,hashpump,2,STUB,Placeholder code detected
headers,recon,headers,4,STUB,Placeholder code detected
headers_inject,recon,headers_inject,2,STUB,Placeholder code detected
header_checker,recon,header_checker,4,STUB,Placeholder code detected
health-monitor,recon,health-monitor,2,STUB,Placeholder code detected
hexstrike-ai-mcp,recon,hexstrike-ai-mcp,2,STUB,Placeholder code detected
hexstrike_mcp,recon,hexstrike_mcp,4,STUB,Placeholder code detected
hexstrike_server,recon,hexstrike_server,4,STUB,Placeholder code detected
hidden_discovery,recon,hidden_discovery,2,STUB,Placeholder code detected
hitl,recon,hitl,2,STUB,Placeholder code detected
hitl_context,recon,hitl_context,2,STUB,Placeholder code detected
hitl_middleware,recon,hitl_middleware,2,STUB,Placeholder code detected
holder,recon,holder,2,STUB,Placeholder code detected
host_header_reset_poisoning,recon,host_header_reset_poisoning,2,STUB,Placeholder code detected
htb_challenge_template,recon,HTB_challenge_Template,2,STUB,Placeholder code detected
http,recon,http,5,STUB,Placeholder code detected
http-framework-test,recon,http-framework-test,4,STUB,Placeholder code detected
httpbinorg__20260515_233823,recon,httpbinorg__20260515_233823,4,STUB,Placeholder code detected
httpmessageformatter,recon,HttpMessageFormatter,2,STUB,Placeholder code detected
httpmethodanalyzertest,recon,HTTPMethodAnalyzertest,2,STUB,Placeholder code detected
httpx,recon,httpx,4,STUB,Placeholder code detected
httpx_tool,recon,httpx_tool,4,STUB,Placeholder code detected
http_clients,recon,http_clients,5,STUB,Placeholder code detected
http_extractor,recon,http_extractor,2,STUB,Placeholder code detected
http_headers,recon,http_headers,1,BROKEN,SyntaxError
http_test,recon,http_test,5,STUB,Placeholder code detected
hudsonrock,recon,hudsonrock,5,STUB,Placeholder code detected
hunterio,recon,hunterio,5,STUB,Placeholder code detected
i18n,recon,i18n,5,STUB,Placeholder code detected
idor_authenticated,recon,idor_authenticated,2,STUB,Placeholder code detected
idor_authz_differential,recon,idor_authz_differential,2,STUB,Placeholder code detected
idor_sequential,recon,idor_sequential,4,STUB,Placeholder code detected
impact-exfiltration,recon,impact-exfiltration,2,STUB,Placeholder code detected
index,recon,index,2,STUB,Placeholder code detected
indexer,recon,indexer,2,STUB,Placeholder code detected
index_1,recon,index_1,4,STUB,Placeholder code detected
index_10,recon,index_10,2,STUB,Placeholder code detected
index_11,recon,index_11,5,STUB,Placeholder code detected
index_12,recon,index_12,2,STUB,Placeholder code detected
index_13,recon,index_13,2,STUB,Placeholder code detected
index_14,recon,index_14,2,STUB,Placeholder code detected
index_15,recon,index_15,2,STUB,Placeholder code detected
index_16,recon,index_16,2,STUB,Placeholder code detected
index_17,recon,index_17,2,STUB,Placeholder code detected
index_2,recon,index_2,2,STUB,Placeholder code detected
index_3,recon,index_3,2,STUB,Placeholder code detected
index_4,recon,index_4,5,STUB,Placeholder code detected
index_6,recon,index_6,2,STUB,Placeholder code detected
index_7,recon,index_7,2,STUB,Placeholder code detected
index_8,recon,index_8,5,STUB,Placeholder code detected
index_9,recon,index_9,2,STUB,Placeholder code detected
index_pipeline_test,recon,index_pipeline_test,2,STUB,Placeholder code detected
inference,recon,inference,2,STUB,Placeholder code detected
inferencetest,recon,inferencetest,2,STUB,Placeholder code detected
info-collect,recon,info-collect,5,STUB,Placeholder code detected
infrastructure_view,recon,infrastructure_view,4,STUB,Placeholder code detected
ini,recon,ini,5,STUB,Placeholder code detected
initialize,recon,initialize,5,STUB,Placeholder code detected
input-validator,recon,input-validator,2,STUB,Placeholder code detected
inputfiles,recon,inputFiles,2,STUB,Placeholder code detected
install,recon,install,5,STUB,Placeholder code detected
install-git-hooks,recon,install-git-hooks,2,STUB,Placeholder code detected
install-python-package,recon,install-python-package,2,STUB,Placeholder code detected
installation,recon,installation,4,STUB,Placeholder code detected
install_1,recon,install_1,2,STUB,Placeholder code detected
install_2,recon,INSTALL_2,2,STUB,Placeholder code detected
install_4,recon,install_4,5,STUB,Placeholder code detected
install_planner,recon,install_planner,2,STUB,Placeholder code detected
install_preferences,recon,install_preferences,2,STUB,Placeholder code detected
install_wizard,recon,install_wizard,4,STUB,Placeholder code detected
integration,recon,integration,5,STUB,Placeholder code detected
intelligence_concepts,recon,intelligence_concepts,4,STUB,Placeholder code detected
intelligence_pipeline,recon,intelligence_pipeline,4,STUB,Placeholder code detected
intelx,recon,intelx,5,STUB,Placeholder code detected
interactive,recon,interactive,4,STUB,Placeholder code detected
interrupt,recon,interrupt,2,STUB,Placeholder code detected
introduction,recon,introduction,4,STUB,Placeholder code detected
ipaddr,recon,ipaddr,5,STUB,Placeholder code detected
ipaddr_endpoint,recon,ipaddr_endpoint,5,STUB,Placeholder code detected
ipnet,recon,ipnet,5,STUB,Placeholder code detected
ipverse,recon,ipverse,5,STUB,Placeholder code detected
ip_netblock,recon,ip_netblock,5,STUB,Placeholder code detected
issue-report,recon,issue-report,4,STUB,Placeholder code detected
issue_importer,recon,issue_importer,2,STUB,Placeholder code detected
jaeles,recon,jaeles,2,STUB,Placeholder code detected
jarm,recon,jarm,5,STUB,Placeholder code detected
jina,recon,jina,2,STUB,Placeholder code detected
js-analysis,recon,js-analysis,2,STUB,Placeholder code detected
jsluice_patterns,recon,jsluice_patterns,4,STUB,Placeholder code detected
js_analyzer,recon,js_analyzer,4,STUB,Placeholder code detected
juice-shop,recon,juice-shop,4,STUB,Placeholder code detected
juiceshop,recon,juiceshop,2,STUB,Placeholder code detected
junit_xml,recon,junit_xml,2,STUB,Placeholder code detected
jwt_jku_x5u_ssrf,recon,jwt_jku_x5u_ssrf,2,STUB,Placeholder code detected
katana,recon,katana,4,STUB,Placeholder code detected
katana_2,recon,katana_2,4,STUB,Placeholder code detected
katana_tool,recon,katana_tool,4,STUB,Placeholder code detected
keygraph_button,recon,Keygraph_Button,2,STUB,Placeholder code detected
kiterunner,recon,kiterunner,4,STUB,Placeholder code detected
kiterunner_tool,recon,kiterunner_tool,4,STUB,Placeholder code detected
knowledge,recon,knowledge,2,STUB,Placeholder code detected
knowledge-base,recon,knowledge-base,4,STUB,Placeholder code detected
knowledgejs,recon,knowledgejs,2,STUB,Placeholder code detected
knowledge_base,recon,knowledge_base,2,STUB,Placeholder code detected
knowledge_base_1,recon,knowledge_base_1,4,STUB,Placeholder code detected
known_fqdn,recon,known_fqdn,5,STUB,Placeholder code detected
kubernetes_analyzer,recon,kubernetes_analyzer,4,STUB,Placeholder code detected
langfuse,recon,langfuse,2,STUB,Placeholder code detected
lark,recon,lark,2,STUB,Placeholder code detected
lateral-movement,recon,lateral-movement,2,STUB,Placeholder code detected
layout,recon,layout,2,STUB,Placeholder code detected
ldap-search,recon,ldap-search,2,STUB,Placeholder code detected
ldap_injection,recon,ldap_injection,2,STUB,Placeholder code detected
leaked_credentials,recon,leaked_credentials,4,STUB,Placeholder code detected
leakix,recon,leakix,5,STUB,Placeholder code detected
leakix_2,recon,leakix_2,5,STUB,Placeholder code detected
learning_mode,recon,learning_mode,4,STUB,Placeholder code detected
ledger,recon,ledger,5,STUB,Placeholder code detected
legacy,recon,legacy,2,STUB,Placeholder code detected
legacypentestrunner,recon,LegacyPentestRunner,5,STUB,Placeholder code detected
lei_record,recon,lei_record,5,STUB,Placeholder code detected
lfi_wordlist,recon,lfi_wordlist,2,STUB,Placeholder code detected
libc-database,recon,libc-database,2,STUB,Placeholder code detected
library,recon,library,2,STUB,Placeholder code detected
license,recon,LICENSE,2,STUB,Placeholder code detected
license_1,recon,LICENSE_1,2,STUB,Placeholder code detected
license_10,recon,LICENSE_10,2,STUB,Placeholder code detected
license_12,recon,LICENSE_12,2,STUB,Placeholder code detected
license_13,recon,LICENSE_13,2,STUB,Placeholder code detected
license_14,recon,LICENSE_14,4,STUB,Placeholder code detected
license_2,recon,LICENSE_2,2,STUB,Placeholder code detected
license_3,recon,LICENSE_3,4,STUB,Placeholder code detected
license_4,recon,LICENSE_4,2,STUB,Placeholder code detected
license_6,recon,LICENSE_6,2,STUB,Placeholder code detected
license_7,recon,LICENSE_7,2,STUB,Placeholder code detected
license_9,recon,LICENSE_9,2,STUB,Placeholder code detected
linkedin,recon,linkedin,4,STUB,Placeholder code detected
linpeas,recon,linpeas,2,STUB,Placeholder code detected
lint,recon,lint,2,STUB,Placeholder code detected
lint_python,recon,lint_python,2,STUB,Placeholder code detected
listener,recon,listener,5,STUB,Placeholder code detected
listener_http,recon,listener_http,5,STUB,Placeholder code detected
listener_tcp,recon,listener_tcp,2,STUB,Placeholder code detected
listener_websocket,recon,listener_websocket,2,STUB,Placeholder code detected
live_capture,recon,live_capture,4,STUB,Placeholder code detected
llm,recon,llm,2,STUB,Placeholder code detected
llm-analysis,recon,llm-analysis,2,STUB,Placeholder code detected
llm-analyzer,recon,llm-analyzer,5,STUB,Placeholder code detected
llm-app-redteam,recon,llm-app-redteam,2,STUB,Placeholder code detected
llm-client,recon,llm-client,2,STUB,Placeholder code detected
llm-clienttest,recon,llm-clienttest,2,STUB,Placeholder code detected
llm-clienttest_1,recon,llm-clienttest_1,2,STUB,Placeholder code detected
llm-client_1,recon,llm-client_1,2,STUB,Placeholder code detected
llm-redteam,recon,llm-redteam,4,STUB,Placeholder code detected
llm_analysis,recon,llm_analysis,1,BROKEN,SyntaxError
llm_api,recon,llm_api,2,STUB,Placeholder code detected
load,recon,load,5,STUB,Placeholder code detected
loader_1,recon,loader_1,2,STUB,Placeholder code detected
local-setup,recon,LOCAL-SETUP,2,STUB,Placeholder code detected
local-source-generator,recon,local-source-generator,4,STUB,Placeholder code detected
location,recon,location,5,STUB,Placeholder code detected
locations,recon,locations,5,STUB,Placeholder code detected
location_1,recon,location_1,5,STUB,Placeholder code detected
log,recon,log,5,STUB,Placeholder code detected
log-stream,recon,log-stream,2,STUB,Placeholder code detected
logger,recon,logger,2,STUB,Placeholder code detected
loggercpython-313,recon,loggercpython-313,2,STUB,Placeholder code detected
logger_1,recon,logger_1,2,STUB,Placeholder code detected
logger_2,recon,logger_2,2,STUB,Placeholder code detected
login-instructions,recon,login-instructions,2,STUB,Placeholder code detected
login-instructions_1,recon,login-instructions_1,2,STUB,Placeholder code detected
logo,recon,logo,2,STUB,Placeholder code detected
logo_1,recon,logo_1,4,STUB,Placeholder code detected
logs,recon,logs,5,STUB,Placeholder code detected
lookup-sid,recon,lookup-sid,2,STUB,Placeholder code detected
main,recon,main,2,STUB,Placeholder code detected
main_1,recon,main_1,5,STUB,Placeholder code detected
main_10,recon,main_10,5,STUB,Placeholder code detected
main_11,recon,main_11,4,STUB,Placeholder code detected
main_12,recon,main_12,2,STUB,Placeholder code detected
main_14,recon,main_14,2,STUB,Placeholder code detected
main_15,recon,main_15,2,STUB,Placeholder code detected
main_17,recon,main_17,5,STUB,Placeholder code detected
main_18,recon,main_18,5,STUB,Placeholder code detected
main_2,recon,main_2,5,STUB,Placeholder code detected
main_3,recon,main_3,5,STUB,Placeholder code detected
main_4,recon,main_4,5,STUB,Placeholder code detected
main_5,recon,main_5,5,STUB,Placeholder code detected
main_6,recon,main_6,5,STUB,Placeholder code detected
main_7,recon,main_7,5,STUB,Placeholder code detected
main_8,recon,main_8,5,STUB,Placeholder code detected
main_9,recon,main_9,5,STUB,Placeholder code detected
main_server_http_redirect,recon,main_server_http_redirect,2,STUB,Placeholder code detected
main_server_http_redirect_test,recon,main_server_http_redirect_test,2,STUB,Placeholder code detected
main_server_tls,recon,main_server_tls,5,STUB,Placeholder code detected
makefile_2,recon,Makefile_2,2,STUB,Placeholder code detected
makefile_3,recon,Makefile_3,4,STUB,Placeholder code detected
malicious,recon,malicious,1,BROKEN,SyntaxError
maltego,recon,maltego,4,STUB,Placeholder code detected
malware-analyst,recon,malware-analyst,4,STUB,Placeholder code detected
manager_1,recon,manager_1,5,STUB,Placeholder code detected
manager_2,recon,manager_2,2,STUB,Placeholder code detected
mapcidr,recon,mapcidr,4,STUB,Placeholder code detected
mapping,recon,mapping,2,STUB,Placeholder code detected
markdown,recon,markdown,2,STUB,Placeholder code detected
markdownrenderer,recon,MarkdownRenderer,4,STUB,Placeholder code detected
markdown_agents,recon,markdown_agents,2,STUB,Placeholder code detected
markdown_orchestrator_test,recon,markdown_orchestrator_test,2,STUB,Placeholder code detected
markers,recon,markers,5,STUB,Placeholder code detected
marketplace,recon,marketplace,4,STUB,Placeholder code detected
masscan,recon,masscan,2,STUB,Placeholder code detected
masscan_2,recon,masscan_2,2,STUB,Placeholder code detected
massdns,recon,massdns,4,STUB,Placeholder code detected
massdns_tool,recon,massdns_tool,4,STUB,Placeholder code detected
mass_assignment,recon,mass_assignment,2,STUB,Placeholder code detected
match,recon,match,5,STUB,Placeholder code detected
mcp,recon,mcp,2,STUB,Placeholder code detected
mcp-management,recon,mcp-management,4,STUB,Placeholder code detected
mcp-stdio2,recon,mcp-stdio2,4,STUB,Placeholder code detected
mcp_client,recon,mcp_client,2,STUB,Placeholder code detected
mcp_manager,recon,mcp_manager,2,STUB,Placeholder code detected
mcp_pent_claude_agent,recon,mcp_pent_claude_agent,2,STUB,Placeholder code detected
mcp_reverse_shell,recon,mcp_reverse_shell,2,STUB,Placeholder code detected
mcp_setup,recon,mcp_setup,2,STUB,Placeholder code detected
mcp_tools,recon,mcp_tools,2,STUB,Placeholder code detected
mcp_tools_test,recon,mcp_tools_test,2,STUB,Placeholder code detected
memory,recon,memory,2,STUB,Placeholder code detected
memory_compressor,recon,memory_compressor,2,STUB,Placeholder code detected
menu,recon,menu,4,STUB,Placeholder code detected
merklemap,recon,merklemap,5,STUB,Placeholder code detected
message-handlers,recon,message-handlers,2,STUB,Placeholder code detected
meta,recon,meta,4,STUB,Placeholder code detected
meta-cognition,recon,meta-cognition,2,STUB,Placeholder code detected
metasploit-agent,recon,metasploit-agent,5,STUB,Placeholder code detected
methodology_engine,recon,methodology_engine,4,STUB,Placeholder code detected
metrics,recon,metrics,2,STUB,Placeholder code detected
metrics-tracker,recon,metrics-tracker,2,STUB,Placeholder code detected
metrics_1,recon,metrics_1,2,STUB,Placeholder code detected
mobile_agent,recon,mobile_agent,2,STUB,Placeholder code detected
mock_pipelinetest,recon,mock_pipelinetest,2,STUB,Placeholder code detected
model-registry,recon,model-registry,2,STUB,Placeholder code detected
modelcommand,recon,ModelCommand,5,STUB,Placeholder code detected
models,recon,models,2,STUB,Placeholder code detected
models_1,recon,models_1,2,STUB,Placeholder code detected
models_2,recon,models_2,4,STUB,Placeholder code detected
models_5,recon,models_5,2,STUB,Placeholder code detected
model_manager,recon,model_manager,2,STUB,Placeholder code detected
modes,recon,modes,5,STUB,Placeholder code detected
mods,recon,MODS,4,STUB,Placeholder code detected
module_import,recon,module_import,2,STUB,Placeholder code detected
monitor,recon,monitor,5,STUB,Placeholder code detected
monitor_1,recon,monitor_1,2,STUB,Placeholder code detected
mssqlinjection,recon,MSSQLInjection,4,STUB,Placeholder code detected
multi_agent,recon,multi_agent,2,STUB,Placeholder code detected
multi_agent_eino,recon,MULTI_AGENT_EINO,2,STUB,Placeholder code detected
multi_agent_prepare,recon,multi_agent_prepare,2,STUB,Placeholder code detected
naabu,recon,naabu,1,BROKEN,SyntaxError
naabu_tool,recon,naabu_tool,4,STUB,Placeholder code detected
namelist,recon,namelist,4,STUB,Placeholder code detected
navigator,recon,navigator,2,STUB,Placeholder code detected
nbtscan,recon,nbtscan,2,STUB,Placeholder code detected
netblock,recon,netblock,5,STUB,Placeholder code detected
netblock_1,recon,netblock_1,5,STUB,Placeholder code detected
netdiscover_tool,recon,netdiscover_tool,2,STUB,Placeholder code detected
netexec,recon,netexec,2,STUB,Placeholder code detected
netlas,recon,netlas,5,STUB,Placeholder code detected
network-recon,recon,network-recon,5,STUB,Placeholder code detected
networks,recon,networks,5,STUB,Placeholder code detected
network_discovery,recon,network_discovery,1,BROKEN,SyntaxError
nextjs_rsc_rce,recon,nextjs_rsc_rce,4,STUB,Placeholder code detected
next_step_predictor,recon,next_step_predictor,4,STUB,Placeholder code detected
nikto_2,recon,nikto_2,4,STUB,Placeholder code detected
nikto_tool,recon,nikto_tool,2,STUB,Placeholder code detected
nmap-ajp,recon,nmap-ajp,2,STUB,Placeholder code detected
nmap-cassandra,recon,nmap-cassandra,2,STUB,Placeholder code detected
nmap-cups,recon,nmap-cups,2,STUB,Placeholder code detected
nmap-dns,recon,nmap-dns,4,STUB,Placeholder code detected
nmap-finger,recon,nmap-finger,2,STUB,Placeholder code detected
nmap-ftp,recon,nmap-ftp,2,STUB,Placeholder code detected
nmap-http,recon,nmap-http,2,STUB,Placeholder code detected
nmap-imap,recon,nmap-imap,2,STUB,Placeholder code detected
nmap-irc,recon,nmap-irc,2,STUB,Placeholder code detected
nmap-kerberos,recon,nmap-kerberos,2,STUB,Placeholder code detected
nmap-ldap,recon,nmap-ldap,2,STUB,Placeholder code detected
nmap-mongodb,recon,nmap-mongodb,2,STUB,Placeholder code detected
nmap-mountd,recon,nmap-mountd,2,STUB,Placeholder code detected
nmap-msrpc,recon,nmap-msrpc,2,STUB,Placeholder code detected
nmap-mssql,recon,nmap-mssql,2,STUB,Placeholder code detected
nmap-multicast-dns,recon,nmap-multicast-dns,4,STUB,Placeholder code detected
nmap-mysql,recon,nmap-mysql,2,STUB,Placeholder code detected
nmap-nfs,recon,nmap-nfs,2,STUB,Placeholder code detected
nmap-nntp,recon,nmap-nntp,2,STUB,Placeholder code detected
nmap-ntp,recon,nmap-ntp,2,STUB,Placeholder code detected
nmap-oracle,recon,nmap-oracle,2,STUB,Placeholder code detected
nmap-pop3,recon,nmap-pop3,2,STUB,Placeholder code detected
nmap-rdp,recon,nmap-rdp,2,STUB,Placeholder code detected
nmap-redis,recon,nmap-redis,2,STUB,Placeholder code detected
nmap-rmi,recon,nmap-rmi,2,STUB,Placeholder code detected
nmap-rsync,recon,nmap-rsync,2,STUB,Placeholder code detected
nmap-sip,recon,nmap-sip,2,STUB,Placeholder code detected
nmap-smb,recon,nmap-smb,2,STUB,Placeholder code detected
nmap-smtp,recon,nmap-smtp,2,STUB,Placeholder code detected
nmap-snmp,recon,nmap-snmp,2,STUB,Placeholder code detected
nmap-ssh,recon,nmap-ssh,2,STUB,Placeholder code detected
nmap-telnet,recon,nmap-telnet,2,STUB,Placeholder code detected
nmap-tftp,recon,nmap-tftp,2,STUB,Placeholder code detected
nmap-vnc,recon,nmap-vnc,2,STUB,Placeholder code detected
nmap_tool_1,recon,nmap_tool_1,2,STUB,Placeholder code detected
normalization,recon,normalization,5,STUB,Placeholder code detected
normalize_streaming_delta_test,recon,normalize_streaming_delta_test,2,STUB,Placeholder code detected
normalize_streaming_eof_test,recon,normalize_streaming_eof_test,2,STUB,Placeholder code detected
nosql_fuzz,recon,nosql_fuzz,4,STUB,Placeholder code detected
notifications,recon,notifications,2,STUB,Placeholder code detected
notify,recon,notify,4,STUB,Placeholder code detected
no_nested_task,recon,no_nested_task,2,STUB,Placeholder code detected
nuclei,recon,nuclei,3,BROKEN,SyntaxError
nuclei-agent,recon,nuclei-agent,2,STUB,Placeholder code detected
nuclei-template-sha,recon,nuclei-template-sha,2,STUB,Placeholder code detected
nuclei_2,recon,nuclei_2,4,STUB,Placeholder code detected
nuclei_tool,recon,nuclei_tool,4,STUB,Placeholder code detected
oauth_pkce_downgrade,recon,oauth_pkce_downgrade,4,STUB,Placeholder code detected
ollama,recon,ollama,4,STUB,Placeholder code detected
ollama_api,recon,ollama_api,2,STUB,Placeholder code detected
one-gadget,recon,one-gadget,2,STUB,Placeholder code detected
onesixtyone,recon,onesixtyone,2,STUB,Placeholder code detected
onyphe,recon,onyphe,5,STUB,Placeholder code detected
openai,recon,openai,4,STUB,Placeholder code detected
openapi,recon,openapi,2,STUB,Placeholder code detected
openapi-discovery-agent,recon,openapi-discovery-agent,2,STUB,Placeholder code detected
openapi_i18n,recon,openapi_i18n,2,STUB,Placeholder code detected
openapi_parser,recon,openapi_parser,2,STUB,Placeholder code detected
open_ai,recon,open_ai,2,STUB,Placeholder code detected
operations_center,recon,operations_center,4,STUB,Placeholder code detected
opsec-anonymizer,recon,opsec-anonymizer,4,STUB,Placeholder code detected
opsec-evasion,recon,opsec-evasion,2,STUB,Placeholder code detected
options,recon,options,2,STUB,Placeholder code detected
options_2,recon,options_2,5,STUB,Placeholder code detected
oracle-odat,recon,oracle-odat,2,STUB,Placeholder code detected
oracle-patator,recon,oracle-patator,2,STUB,Placeholder code detected
oracle-scanner,recon,oracle-scanner,2,STUB,Placeholder code detected
oracle-tnscmd,recon,oracle-tnscmd,2,STUB,Placeholder code detected
oraclesqlinjection,recon,OracleSQLInjection,4,STUB,Placeholder code detected
orchestrator-plan-execute,recon,orchestrator-plan-execute,2,STUB,Placeholder code detected
orchestrator-supervisor,recon,orchestrator-supervisor,2,STUB,Placeholder code detected
orchestratortest,recon,orchestratortest,2,STUB,Placeholder code detected
orchestrator_instruction,recon,orchestrator_instruction,2,STUB,Placeholder code detected
org,recon,org,5,STUB,Placeholder code detected
orgs,recon,orgs,5,STUB,Placeholder code detected
org_1,recon,org_1,5,STUB,Placeholder code detected
org_lei,recon,org_lei,5,STUB,Placeholder code detected
orphan_tool_pruner_middleware,recon,orphan_tool_pruner_middleware,2,STUB,Placeholder code detected
orphan_tool_pruner_middleware_test,recon,orphan_tool_pruner_middleware_test,2,STUB,Placeholder code detected
osrframework,recon,osrframework,2,STUB,Placeholder code detected
otel,recon,otel,2,STUB,Placeholder code detected
outputter,recon,outputter,5,STUB,Placeholder code detected
output_parser,recon,output_parser,2,STUB,Placeholder code detected
package,recon,package,2,STUB,Placeholder code detected
package-lock,recon,package-lock,4,STUB,Placeholder code detected
package-lock_1,recon,package-lock_1,2,STUB,Placeholder code detected
package_1,recon,package_1,2,STUB,Placeholder code detected
package_2,recon,package_2,2,STUB,Placeholder code detected
package_4,recon,package_4,2,STUB,Placeholder code detected
package_5,recon,package_5,2,STUB,Placeholder code detected
parallel,recon,parallel,5,STUB,Placeholder code detected
parallel_scans,recon,parallel_scans,2,STUB,Placeholder code detected
parameter_discovery,recon,parameter_discovery,2,STUB,Placeholder code detected
parameter_mapper,recon,parameter_mapper,2,STUB,Placeholder code detected
paramspider,recon,paramspider,4,STUB,Placeholder code detected
parse,recon,parse,5,STUB,Placeholder code detected
parsers,recon,parsers,4,STUB,Placeholder code detected
parser_mixin,recon,parser_mixin,4,STUB,Placeholder code detected
parse_test,recon,parse_test,5,STUB,Placeholder code detected
passive,recon,passive,5,STUB,Placeholder code detected
passivetotal,recon,passivetotal,5,STUB,Placeholder code detected
passive_recon,recon,passive_recon,3,BROKEN,SyntaxError
password_reset_weak,recon,password_reset_weak,2,STUB,Placeholder code detected
paths,recon,paths,2,STUB,Placeholder code detected
paths_1,recon,paths_1,2,STUB,Placeholder code detected
path_traversal,recon,path_traversal,2,STUB,Placeholder code detected
payload-crafter,recon,payload-crafter,4,STUB,Placeholder code detected
payload_builder,recon,payload_builder,2,STUB,Placeholder code detected
pcap_parser,recon,pcap_parser,4,STUB,Placeholder code detected
penetration,recon,penetration,2,STUB,Placeholder code detected
pentest-ai,recon,pentest-ai,2,STUB,Placeholder code detected
pentest-mcp-server,recon,pentest-mcp-server,4,STUB,Placeholder code detected
pentestgpt-720websharename,recon,PentestGPT-720WebShareName,4,STUB,Placeholder code detected
pentestgpt_design,recon,PentestGPT_design,2,STUB,Placeholder code detected
pentestgpt_htb_phonebook_failed,recon,pentestGPT_HTB_phonebook_failed,2,STUB,Placeholder code detected
pentestgpt_log_htb_precious,recon,pentestGPT_log_HTB_Precious,2,STUB,Placeholder code detected
pentesting,recon,pentesting,2,STUB,Placeholder code detected
pentest_agent,recon,pentest_agent,2,STUB,Placeholder code detected
pentest_gpt,recon,pentest_gpt,2,STUB,Placeholder code detected
pentest_gpt_rebuilt,recon,pentest_gpt_rebuilt,2,STUB,Placeholder code detected
pent_claude_agent_config,recon,pent_claude_agent_config,2,STUB,Placeholder code detected
permutations_list,recon,permutations_list,4,STUB,Placeholder code detected
permutations_list_short,recon,permutations_list_short,4,STUB,Placeholder code detected
perplexity,recon,perplexity,2,STUB,Placeholder code detected
persistencetenance,recon,persistence-maintenance,2,STUB,Placeholder code detected
persistencetest,recon,persistencetest,2,STUB,Placeholder code detected
phishing-operator,recon,phishing-operator,4,STUB,Placeholder code detected
pipelines,recon,pipelines,5,STUB,Placeholder code detected
pipeline_engine,recon,pipeline_engine,4,STUB,Placeholder code detected
planner,recon,planner,4,STUB,Placeholder code detected
plan_execute_executor,recon,plan_execute_executor,2,STUB,Placeholder code detected
plan_execute_steps_cap,recon,plan_execute_steps_cap,2,STUB,Placeholder code detected
plan_execute_steps_cap_test,recon,plan_execute_steps_cap_test,2,STUB,Placeholder code detected
plan_execute_text,recon,plan_execute_text,2,STUB,Placeholder code detected
plan_execute_text_test,recon,plan_execute_text_test,2,STUB,Placeholder code detected
playbook,recon,playbook,2,STUB,Placeholder code detected
playwright-config-writer,recon,playwright-config-writer,2,STUB,Placeholder code detected
plugin,recon,plugin,5,STUB,Placeholder code detected
plugin_1,recon,plugin_1,5,STUB,Placeholder code detected
plugin_10,recon,plugin_10,4,STUB,Placeholder code detected
plugin_11,recon,plugin_11,4,STUB,Placeholder code detected
plugin_12,recon,plugin_12,2,STUB,Placeholder code detected
plugin_2,recon,plugin_2,5,STUB,Placeholder code detected
plugin_3,recon,plugin_3,5,STUB,Placeholder code detected
plugin_4,recon,plugin_4,5,STUB,Placeholder code detected
plugin_5,recon,plugin_5,5,STUB,Placeholder code detected
plugin_6,recon,plugin_6,5,STUB,Placeholder code detected
plugin_7,recon,plugin_7,5,STUB,Placeholder code detected
plugin_8,recon,plugin_8,5,STUB,Placeholder code detected
plugin_center,recon,plugin_center,2,STUB,Placeholder code detected
plugin_loader,recon,plugin_loader,2,STUB,Placeholder code detected
plugin_loader_1,recon,plugin_loader_1,2,STUB,Placeholder code detected
plugin_manager,recon,plugin_manager,2,STUB,Placeholder code detected
pnpm-workspace,recon,pnpm-workspace,2,STUB,Placeholder code detected
poc_agent,recon,poc_agent,2,STUB,Placeholder code detected
pom,recon,pom,2,STUB,Placeholder code detected
portscan,recon,portscan,4,STUB,Placeholder code detected
portscan-all-tcp-ports,recon,portscan-all-tcp-ports,2,STUB,Placeholder code detected
portscan-guess-tcp-ports,recon,portscan-guess-tcp-ports,2,STUB,Placeholder code detected
portscan-top-100-udp-ports,recon,portscan-top-100-udp-ports,2,STUB,Placeholder code detected
portscan-top-tcp-ports,recon,portscan-top-tcp-ports,2,STUB,Placeholder code detected
port_prioritizer,recon,port_prioritizer,4,STUB,Placeholder code detected
postgresqlinjection,recon,PostgreSQLInjection,4,STUB,Placeholder code detected
postman_parser,recon,postman_parser,2,STUB,Placeholder code detected
pre-commit-config,recon,pre-commit-config,2,STUB,Placeholder code detected
pre-commit-config_1,recon,pre-commit-config_1,2,STUB,Placeholder code detected
pre-recon,recon,pre-recon,5,STUB,Placeholder code detected
pre-recon-code_2,recon,pre-recon-code_2,2,STUB,Placeholder code detected
pre-recon-code_3,recon,pre-recon-code_3,2,STUB,Placeholder code detected
preflight,recon,preflight,5,STUB,Placeholder code detected
preflight-check,recon,preflight-check,4,STUB,Placeholder code detected
print,recon,print,5,STUB,Placeholder code detected
privacy,recon,PRIVACY,4,STUB,Placeholder code detected
privilege-escalation,recon,privilege-escalation,2,STUB,Placeholder code detected
privilege_escalation_patch,recon,privilege_escalation_patch,2,STUB,Placeholder code detected
probes,recon,probes,2,STUB,Placeholder code detected
process,recon,process,5,STUB,Placeholder code detected
process_registry,recon,process_registry,2,STUB,Placeholder code detected
production,recon,production,2,STUB,Placeholder code detected
profundis,recon,profundis,5,STUB,Placeholder code detected
